cellID,avg_intensity_dapi,nuclear_area,nuclear_perimeter,major_axis,minor_axis,axes_ratio,circularity,eccentricity,solidity,x_pos,y_pos,angle,imageID,avg_intensity_core_dapi,avg_intensity_internal_ring_dapi,avg_intensity_external_ring_dapi,total_intensity_core_dapi,total_intensity_internal_ring_dapi,total_intensity_external_ring_dapi,total_intensity_dapi,avg_intensity_beta3,total_intensity_beta3,avg_intensity_rfp,total_intensity_rfp,avg_intensity_ngn,total_intensity_ngn,beta3_x_rfp,beta3_x_ngn,rfp_x_ngn,beta3_x_rfp_x_ngn,dna_peaks,dna_dots,dna_dots_size_median,spatial_entropy,beta3_group,rfp_group,ngn_group
61,3313,140,44,15.0,11.9,0.793,0.9,0.61,0.98,707,226,0.41,Snap-200,4013,2276,882,5095428,2000463,855902,8993457,890,2414442,862,2338976,281,762115,767180,250090,242222,215577580,8.0,2.0,0.696,3.572,2,3,2
62,2461,92,38,14.0,8.4,0.599,0.814,0.801,0.973,1465,213,-1.444,Snap-200,3199,1627,644,2504786,1156304,546888,4408103,846,1514478,824,1474389,271,484139,697104,229266,223304,188915184,5.0,4.0,0.67,3.662,2,3,2
63,2140,113,43,16.6,9.0,0.541,0.77,0.841,0.967,610,231,-0.379,Snap-200,2517,1562,548,2622153,1089659,422121,4708913,798,1753644,752,1653881,272,596208,600096,217056,204544,163226112,9.0,8.0,0.515,3.671,2,2,2
64,1998,119,40,12.7,11.9,0.93,0.923,0.367,0.98,1104,229,-0.541,Snap-200,2392,1546,548,2401502,1232091,498593,4601063,996,2293480,856,1969298,279,640381,852576,277884,238824,237868704,11.0,10.0,1.031,3.734,3,3,3
65,2228,103,38,12.6,10.4,0.821,0.9,0.571,0.98,1549,228,0.777,Snap-200,2845,1458,505,2671047,1082906,439755,4446277,706,1408632,698,1391541,244,486547,492788,172264,170312,120240272,9.0,8.0,0.747,3.687,1,2,2
66,1511,169,49,17.5,12.3,0.702,0.869,0.712,0.979,433,254,-0.568,Snap-200,1591,1338,474,2583366,1338590,537936,4954027,644,2111361,666,2182631,248,811600,428904,159712,165168,106368192,12.0,10.0,0.902,3.783,1,2,2
67,2247,120,42,15.3,10.1,0.66,0.835,0.751,0.974,238,242,-1.48,Snap-200,2622,1628,652,2959637,868833,257515,5227808,846,1966720,758,1762059,259,600926,641268,219114,196322,166088412,10.0,7.0,1.494,3.581,2,2,2
68,2439,93,36,11.7,10.1,0.863,0.899,0.505,0.979,873,250,-0.72,Snap-200,2935,1849,613,2324069,1314046,514895,4390557,808,1454043,762,1371584,247,443426,615696,199576,188214,152076912,7.0,2.0,0.721,3.684,2,3,2
69,3490,93,38,13.0,9.4,0.725,0.819,0.688,0.937,280,258,-0.519,Snap-200,4146,2467,1202,3482231,1440677,781251,6284632,1060,1907478,827,1489399,293,527627,876620,310580,242311,256849660,3.0,0.0,0.0,3.414,3,3,3
70,2555,84,34,10.9,9.8,0.903,0.894,0.429,0.974,1200,261,-0.479,Snap-200,3325,1661,692,2686064,1121165,564154,4157041,1559,2535236,1024,1664776,314,510864,1596416,489526,321536,501274624,5.0,5.0,0.979,3.588,4,4,3
71,2393,22,17,5.8,4.9,0.849,0.92,0.528,0.959,369,251,-0.129,Snap-200,2955,2133,654,564307,631239,282325,1019623,1069,455306,633,269316,278,118282,676677,297182,175974,188116206,2.0,0.0,0.0,3.885,3,2,2
72,1531,160,48,17.4,11.7,0.671,0.861,0.742,0.982,1882,273,1.298,Snap-200,1729,1220,483,2602922,1180502,495157,4756007,820,2546668,747,2318970,255,790137,612540,209100,190485,156197700,19.0,1.0,0.464,3.74,2,2,2
73,2151,108,43,16.9,8.6,0.507,0.726,0.862,0.928,985,289,-0.081,Snap-200,2540,1691,519,2295903,1423376,395980,4526870,820,1724944,634,1334285,240,504250,519880,196800,152160,124771200,10.0,8.0,1.134,3.725,2,2,2
74,2545,91,36,12.4,9.4,0.761,0.878,0.648,0.971,947,281,-0.25,Snap-200,3383,1697,634,2581014,1202835,507315,4491277,840,1481459,704,1242443,247,434739,591360,207480,173888,146065920,7.0,9.0,0.773,3.622,2,2,2
75,2490,10,11,4.1,3.0,0.738,0.953,0.675,0.945,321,266,-0.1,Snap-200,3270,2363,818,264866,411053,223174,473060,1087,206501,618,117378,264,50110,671766,286968,163152,177346224,1.0,1.0,1.34,3.913,3,1,2
76,1969,115,41,14.1,10.4,0.734,0.878,0.679,0.978,1293,282,0.996,Snap-200,2241,1580,580,2426824,1273250,511990,4396249,991,2211291,891,1987930,293,652768,882981,290363,261063,258713433,8.0,7.0,1.597,3.792,3,3,3
77,2513,26,20,7.3,4.8,0.654,0.794,0.757,0.932,207,271,0.657,Snap-200,3108,2249,918,668041,838749,459435,1281642,1071,546068,778,396748,304,154850,833238,325584,236512,253304352,2.0,0.0,0.0,3.874,3,3,4
78,1573,147,45,14.9,12.6,0.848,0.905,0.531,0.981,1632,290,-0.172,Snap-200,1825,1219,420,2498205,1100665,435782,4484886,678,1932876,601,1711012,230,655597,407478,155940,138230,93719940,14.0,7.0,1.649,3.761,1,1,1
79,1729,134,43,15.0,11.4,0.758,0.895,0.652,0.982,96,298,-0.89,Snap-200,1880,1487,450,2264565,1234043,362650,4502983,600,1562389,628,1634135,241,625648,376800,144600,151348,90808800,11.0,11.0,1.288,3.836,1,2,2
80,2078,114,40,13.4,10.9,0.814,0.906,0.582,0.98,651,298,-0.689,Snap-200,2315,1683,524,2480728,1337453,485836,4591472,669,1477767,705,1557260,250,550486,471645,167250,176250,117911250,12.0,6.0,0.773,3.796,1,2,2
81,2683,6,9,3.1,2.6,0.829,1.034,0.56,0.962,308,280,0.955,Snap-200,3368,2683,840,138072,335325,221728,335325,744,92984,474,59211,224,27902,352656,166656,106176,78994944,1.0,0.0,0.0,3.995,1,1,1
82,1925,121,43,16.3,9.5,0.585,0.823,0.811,0.977,1138,304,0.902,Snap-200,2125,1630,520,2315393,1432503,527707,4526372,836,1964673,752,1765982,260,610023,628672,217360,195520,163454720,13.0,9.0,1.34,3.792,2,2,2
83,1953,117,40,12.9,11.5,0.892,0.92,0.452,0.983,1358,321,-0.998,Snap-200,2324,1416,502,2609748,1136397,470568,4434624,785,1782546,725,1644546,244,553644,569125,191540,176900,138866500,12.0,10.0,1.005,3.746,2,2,2
84,2227,105,39,13.8,9.6,0.696,0.873,0.718,0.979,467,321,-1.4,Snap-200,2767,1565,570,2628410,1189286,505703,4520455,675,1368780,621,1260314,240,485656,419175,162000,149040,100602000,7.0,8.0,1.031,3.674,1,2,1
85,2104,103,38,13.1,10.0,0.762,0.892,0.647,0.979,1902,327,-1.212,Snap-200,2589,1530,556,2399490,1151915,493018,4217225,945,1892251,718,1438200,252,503336,678510,238140,180936,170984520,8.0,5.0,2.01,3.685,2,2,2
86,2044,111,41,14.6,9.7,0.666,0.844,0.746,0.973,1258,341,0.047,Snap-200,2603,1391,545,2688063,1100276,503247,4407882,907,1955011,792,1705723,271,582292,718344,245797,214632,194671224,7.0,6.0,0.773,3.568,2,3,2
87,1756,135,43,14.6,11.8,0.809,0.899,0.588,0.982,1072,337,1.232,Snap-200,1942,1479,457,2318052,1288961,456441,4601116,709,1857200,727,1902181,256,669438,515443,181504,186112,131953408,17.0,11.0,0.773,3.826,1,2,2
88,1482,9,11,3.8,2.9,0.772,0.958,0.635,0.955,1294,318,-1.367,Snap-200,1845,1436,690,123596,231168,209704,251918,1069,181718,883,149972,289,49106,943927,308941,255187,272794903,1.0,1.0,1.288,3.97,3,3,3
89,1327,189,53,18.5,13.1,0.705,0.86,0.709,0.981,114,348,-0.928,Snap-200,1368,1190,415,2404607,1197369,442989,4873900,630,2311942,626,2299880,249,911310,394380,156870,155874,98200620,22.0,22.0,1.056,3.912,1,2,2
90,1886,124,42,14.3,11.1,0.777,0.886,0.63,0.979,244,344,-1.23,Snap-200,2267,1414,473,2377110,1184824,457528,4557217,658,1587562,600,1449495,237,570769,394800,155946,142200,93567600,10.0,7.0,1.546,3.733,1,1,1
91,2499,85,36,13.3,8.2,0.622,0.826,0.783,0.975,1431,345,0.567,Snap-200,3133,1813,682,2409013,1317423,588804,4128179,979,1615738,833,1374635,314,517696,815507,307406,261562,256069198,4.0,2.0,1.288,3.631,3,3,3
92,1881,121,41,13.3,11.6,0.87,0.911,0.493,0.981,1697,359,0.838,Snap-200,2165,1431,467,2523607,1187348,447573,4428568,691,1626089,678,1595397,249,585307,468498,172059,168822,116656002,7.0,5.0,2.525,3.772,1,2,2
93,6453,71,32,11.7,7.8,0.665,0.856,0.747,0.976,405,363,-0.951,Snap-200,8135,4711,1723,5141176,2939600,1311107,8949619,715,991274,529,732585,244,337783,378235,174460,129076,92289340,3.0,0.0,0.0,3.591,1,1,2
94,3453,4,7,2.7,1.7,0.635,0.881,0.773,0.895,555,356,0.56,Snap-200,4437,3454,1000,141963,234826,231861,234826,670,45506,464,31515,242,16395,310880,162140,112288,75232960,1.0,1.0,0.464,4.039,1,0,1
95,2067,109,39,12.4,11.2,0.904,0.917,0.428,0.98,1802,380,-1.126,Snap-200,2464,1532,537,2510152,1167085,480399,4360989,814,1716063,768,1618719,263,553348,625152,214082,201984,164414976,11.0,8.0,0.953,3.728,2,2,2
96,3057,57,28,9.3,7.9,0.842,0.923,0.539,0.978,832,383,0.213,Snap-200,4074,2089,892,1934691,1104571,591642,3405351,1046,1164241,650,723227,287,318981,679900,300202,186550,195131300,2.0,1.0,0.515,3.661,3,2,3
97,1872,127,43,14.8,10.9,0.741,0.88,0.671,0.979,1602,390,1.047,Snap-200,2068,1570,527,2410820,1208635,402334,4602046,880,2161811,829,2035583,270,662852,729520,237600,223830,196970400,9.0,9.0,0.979,3.793,2,3,2
98,2208,104,39,13.0,10.3,0.791,0.867,0.611,0.97,477,394,-0.188,Snap-200,2859,1502,553,2621509,1160814,499928,4461098,774,1561807,685,1381761,256,516876,530190,198144,175360,135728640,7.0,7.0,1.855,3.664,2,2,2
99,2967,149,49,17.8,11.1,0.622,0.792,0.783,0.96,1141,409,0.087,Snap-200,3893,1818,618,5072478,1764373,680980,8598855,862,2496297,812,2352131,270,780941,699944,232740,219240,188984880,7.0,4.0,0.928,3.499,2,3,2
100,2123,192,53,18.7,13.1,0.703,0.871,0.711,0.983,1390,399,-1.531,Snap-200,2448,1610,560,4364369,1691939,658507,7923936,742,2767934,747,2787063,256,954470,554274,189952,191232,141894144,14.0,6.0,1.082,3.712,1,2,2
101,1877,129,46,17.9,9.4,0.525,0.759,0.851,0.95,630,398,-1.23,Snap-200,2197,1333,526,2444340,987267,395730,4714331,1006,2523760,692,1735282,250,626769,696152,251500,173000,174038000,11.0,6.0,2.525,3.651,3,2,2
102,2213,102,39,14.4,9.1,0.632,0.849,0.775,0.975,1518,404,0.537,Snap-200,2680,1622,635,2328182,1263440,580901,4390507,813,1611324,715,1416807,251,496986,581295,204063,179465,145905045,8.0,7.0,1.082,3.735,2,2,2
103,3531,59,29,9.5,8.1,0.854,0.877,0.52,0.975,359,398,0.796,Snap-200,4561,2285,872,2348654,1005392,406069,4056711,947,1087450,922,1058779,284,326271,873134,268948,261848,247970056,4.0,0.0,0.0,3.603,3,3,3
104,1661,132,43,13.7,12.4,0.904,0.89,0.429,0.981,1911,414,0.025,Snap-200,1841,1328,513,2346091,902668,384578,4249298,964,2465719,797,2038851,267,681593,768308,257388,212799,205138236,17.0,12.0,0.567,3.785,2,3,2
105,2919,85,36,13.0,8.5,0.652,0.817,0.758,0.968,1574,420,0.852,Snap-200,3672,1906,814,2760803,891617,357244,4839776,1127,1867936,1060,1756704,301,498491,1194620,339227,319060,359580620,5.0,6.0,0.515,3.574,3,4,3
106,3150,67,31,11.4,7.5,0.658,0.856,0.753,0.972,297,433,0.594,Snap-200,4292,2106,682,2394384,1290465,512727,4095467,906,1177177,859,1116069,285,369739,778254,258210,244815,221802390,3.0,2.0,0.979,3.634,2,3,3
107,2172,117,41,13.2,11.4,0.865,0.858,0.502,0.963,368,439,-0.365,Snap-200,2448,1674,615,2719346,992157,371640,4934904,681,1546692,667,1513939,244,552710,454227,166164,162748,110831388,11.0,9.0,1.134,3.791,1,2,2
108,1840,137,45,16.6,10.6,0.64,0.843,0.769,0.975,617,441,-1.183,Snap-200,2024,1516,512,2596265,1106652,411665,4904751,692,1842521,720,1917289,250,664766,498240,173000,180000,124560000,12.0,10.0,0.67,3.827,1,2,2
109,1201,9,10,3.5,3.2,0.917,1.033,0.399,0.977,550,424,1.421,Snap-200,1361,1194,425,92522,191039,125641,201694,810,135992,500,83902,241,40346,405000,195210,120500,97605000,2.0,1.0,0.361,3.98,2,1,2
110,2299,101,39,14.6,8.9,0.606,0.838,0.796,0.975,1783,448,-0.222,Snap-200,2935,1558,560,2532837,1023558,324185,4524851,811,1595824,729,1433778,270,530240,591219,218970,196830,159629130,7.0,5.0,0.515,3.617,2,2,2
111,1780,12,12,4.0,3.9,0.975,0.985,0.221,0.963,1320,434,1.214,Snap-200,2212,1665,592,252162,331197,198624,416518,769,179764,640,149584,271,63388,492160,208399,173440,133375360,1.0,0.0,0.0,3.908,2,2,2
112,2647,74,34,12.5,7.7,0.618,0.812,0.786,0.96,1567,452,1.05,Snap-200,3361,1802,746,2140614,888147,430613,3825453,966,1395857,939,1356825,276,398640,907074,266616,259164,250352424,5.0,2.0,0.464,3.512,3,3,3
113,1669,143,45,15.4,11.9,0.773,0.875,0.634,0.979,1246,478,-0.221,Snap-200,1842,1398,441,2369963,1260291,454219,4618869,698,1931797,702,1940513,251,694244,489996,175198,176202,122988996,17.0,14.0,0.928,3.846,1,2,2
114,3553,128,43,14.6,11.3,0.778,0.858,0.628,0.964,1441,478,0.079,Snap-200,4478,2296,900,5100051,1870861,771822,8812455,1034,2564094,1023,2536774,302,748875,1057782,312268,308946,319450164,5.0,0.0,0.0,3.485,3,4,3
115,2606,84,34,10.7,10.1,0.942,0.907,0.334,0.977,402,470,0.978,Snap-200,3118,1909,702,2488147,1103229,456161,4269168,838,1371646,868,1421260,278,454480,727384,232964,241304,202212752,7.0,5.0,0.979,3.644,2,3,2
116,3226,8,10,3.4,3.1,0.908,0.977,0.418,0.942,446,455,-1.221,Snap-200,4267,3120,827,281606,477269,244579,525884,1046,170348,732,119265,279,45330,765672,291834,204228,213622488,1.0,1.0,0.618,3.956,3,2,3
117,3084,9,11,3.7,3.3,0.895,0.991,0.447,0.958,1414,460,-0.135,Snap-200,3872,2931,1186,220680,454258,270286,561378,1246,226604,853,155115,302,54911,1062838,376292,257606,320977076,1.0,0.0,0.0,3.93,3,3,3
118,2820,21,18,6.2,4.4,0.706,0.823,0.708,0.934,1883,462,-1.1,Snap-200,3326,2484,802,528715,593497,205062,1122212,1426,567373,910,361980,367,145772,1297660,523342,333970,476241220,2.0,0.0,0.0,3.859,4,3,4
119,3108,66,31,10.6,8.0,0.755,0.879,0.655,0.968,804,472,0.952,Snap-200,4305,2008,754,2406423,1198286,551497,3978795,874,1118273,779,996430,285,363553,680846,249090,222015,194041110,1.0,2.0,0.515,3.585,2,2,3
120,1810,129,44,14.3,11.7,0.821,0.833,0.57,0.972,111,484,-0.05,Snap-200,2024,1480,461,2304464,1267894,449900,4537841,663,1661325,660,1653298,243,607254,437580,161109,160380,106331940,9.0,7.0,1.031,3.629,1,2,2
121,2261,101,38,12.6,10.2,0.809,0.899,0.588,0.974,1804,489,-0.683,Snap-200,2609,1683,564,2290393,1077024,337228,4418850,840,1639668,785,1532568,264,515789,659400,221760,207240,174081600,9.0,8.0,1.623,3.777,2,2,2
122,2523,84,36,12.9,8.3,0.642,0.83,0.766,0.967,1755,489,0.702,Snap-200,3102,1843,778,2462735,1243781,548981,4107270,928,1510200,822,1337029,292,474582,762816,270976,240024,222742272,7.0,4.0,0.721,3.633,2,3,3
123,2862,154,53,20.2,10.2,0.504,0.681,0.864,0.925,1366,487,1.454,Snap-200,3588,1904,902,5316340,1955346,913605,8539204,1184,3530694,1015,3027490,312,930448,1201760,369408,316680,374949120,6.0,4.0,0.412,3.528,3,4,3
124,3439,51,29,10.7,6.4,0.602,0.748,0.798,0.975,1924,489,-0.067,Snap-200,3969,2542,1096,1853057,676143,169863,3424944,1089,1084627,944,939941,300,298758,1028016,326700,283200,308404800,5.0,3.0,0.515,3.695,3,3,3
125,2981,78,35,12.2,8.3,0.683,0.795,0.73,0.959,1889,486,-1.184,Snap-200,3505,2168,851,2446270,1021053,453294,4501398,1100,1660394,944,1424826,302,455695,1038400,332200,285088,313596800,6.0,8.0,0.67,3.721,3,3,3
126,2285,101,38,12.4,10.4,0.837,0.901,0.547,0.98,686,499,0.074,Snap-200,2908,1532,528,2683896,1120922,455602,4490368,704,1382767,660,1295775,236,462229,464640,166144,155760,109655040,7.0,9.0,0.979,3.683,1,2,1
127,1758,135,43,14.6,11.7,0.804,0.897,0.595,0.98,207,506,0.242,Snap-200,1963,1425,469,2348928,1225253,468421,4592034,728,1899631,677,1767440,263,686330,492856,191464,178051,129621128,12.0,15.0,1.185,3.861,1,2,2
128,1667,154,47,15.0,13.1,0.869,0.891,0.496,0.979,453,511,0.418,Snap-200,1867,1253,479,2563186,1060012,422232,4982099,715,2134274,720,2150248,252,750298,514800,180180,181440,129729600,15.0,15.0,0.67,3.8,1,2,2
129,2222,50,30,11.6,5.9,0.507,0.712,0.862,0.971,10,506,0.007,Snap-200,2512,1721,603,1092297,533348,156059,2172781,1061,1037499,885,865178,296,288961,938985,314056,261960,277939560,5.0,1.0,0.824,3.787,3,3,3
130,1948,118,40,12.9,11.7,0.906,0.905,0.423,0.982,1632,517,-0.147,Snap-200,2152,1569,522,2425022,1262450,488198,4443024,847,1929774,761,1735718,278,633845,644567,235466,211558,179189626,10.0,6.0,1.778,3.791,2,2,3
131,2579,82,34,11.6,9.0,0.776,0.868,0.63,0.967,43,514,-0.671,Snap-200,2917,2008,685,2204556,1128347,362005,4103882,908,1444588,813,1292229,281,445492,738204,255148,228453,207435324,5.0,4.0,1.34,3.687,2,3,3
132,2334,98,38,13.4,9.5,0.712,0.859,0.703,0.976,1092,522,0.525,Snap-200,2965,1657,562,2498964,1227199,472590,4430118,918,1742257,874,1657634,266,503100,802332,244188,232484,213420312,5.0,7.0,1.237,3.641,2,3,2
133,1589,158,48,17.6,11.4,0.647,0.85,0.762,0.98,878,532,-1.163,Snap-200,1715,1345,434,2511681,1296212,479102,4861086,688,2103862,782,2390954,262,799110,538016,180256,204884,140960192,18.0,15.0,0.928,3.862,1,2,2
134,2437,90,36,12.3,9.5,0.772,0.877,0.636,0.974,404,529,-0.985,Snap-200,2860,1851,666,2410887,1153150,465738,4263881,776,1356504,732,1280028,257,449415,568032,199432,188124,145984224,7.0,8.0,0.618,3.657,2,2,2
135,2474,92,36,12.5,9.4,0.746,0.881,0.666,0.976,757,529,1.055,Snap-200,3080,1743,553,2361671,1247597,469111,4408031,762,1356410,771,1373505,259,461065,587502,197358,199689,152163018,6.0,6.0,1.649,3.699,2,2,2
136,2633,83,35,12.3,8.6,0.703,0.874,0.711,0.977,1146,531,0.741,Snap-200,3263,1928,589,2515727,1325795,484745,4232000,753,1208607,734,1178388,247,395993,552702,185991,181298,136517394,9.0,5.0,0.67,3.702,2,2,2
137,2120,110,39,12.3,11.4,0.93,0.887,0.368,0.976,1330,537,0.17,Snap-200,2390,1707,604,2482232,1312053,523538,4515724,823,1751623,855,1820199,274,583000,703665,225502,234270,192804210,10.0,6.0,0.541,3.805,2,3,2
138,2260,113,42,14.6,10.2,0.701,0.808,0.714,0.964,1390,536,-1.402,Snap-200,2614,1620,796,2752181,963364,471551,4975771,1070,2356093,1044,2297149,308,678202,1117080,329560,321552,344060640,7.0,4.0,0.876,3.631,3,4,3
139,2897,80,34,11.4,8.9,0.78,0.877,0.626,0.97,1909,534,-0.873,Snap-200,3066,2531,1075,2047634,1353619,600381,4473474,1058,1633440,1098,1695028,310,478489,1161684,327980,340380,360122040,7.0,3.0,0.928,3.808,3,4,3
140,1670,144,47,16.3,11.6,0.71,0.824,0.704,0.959,286,546,-1.159,Snap-200,1890,1347,476,2394245,1251172,509703,4668975,661,1846047,655,1828314,244,680794,432955,161284,159820,105641020,13.0,12.0,1.237,3.749,1,2,2
141,2491,88,35,11.9,9.5,0.797,0.908,0.604,0.979,60,552,-0.763,Snap-200,3046,1838,561,2326699,1197985,405423,4257336,752,1284807,706,1206413,250,426928,530912,188000,176500,132728000,6.0,6.0,0.824,3.743,1,2,2
142,2173,105,39,13.5,10.0,0.741,0.879,0.672,0.975,1460,563,-0.59,Snap-200,2494,1636,537,2266516,1105930,371807,4425741,834,1698584,764,1556238,259,525792,637176,216006,197876,165028584,9.0,7.0,1.34,3.756,2,2,2
143,3891,47,28,9.5,6.7,0.703,0.734,0.712,0.962,1924,564,-0.091,Snap-200,4558,2443,1280,1905133,403020,157376,3517784,1029,929783,1049,947507,290,261644,1079421,298410,304210,313032090,1.0,1.0,0.67,3.557,3,4,3
144,3234,140,46,15.7,11.5,0.737,0.836,0.676,0.972,1408,574,-1.061,Snap-200,3970,1871,777,5112753,1075569,475249,8779241,1003,2721928,979,2657563,292,792335,981937,292876,285868,286725604,11.0,4.0,0.49,3.464,3,4,3
145,1758,139,44,14.2,12.5,0.878,0.921,0.478,0.984,576,578,-0.307,Snap-200,1984,1424,472,2520836,1240240,471696,4748991,704,1900190,725,1957807,262,705115,510400,184448,189950,133724800,8.0,8.0,1.829,3.733,1,2,2
146,2971,153,47,16.0,12.2,0.767,0.868,0.642,0.979,1528,585,-0.968,Snap-200,3854,1805,675,5491550,1698079,731136,8839118,1043,3102051,857,2547701,278,824102,893851,289954,238246,248490578,7.0,3.0,0.67,3.483,3,3,3
147,1678,149,46,14.8,12.9,0.869,0.901,0.495,0.981,933,592,0.22,Snap-200,1956,1327,438,2749585,1208099,455711,4860725,777,2248927,800,2316051,268,775713,621600,208236,214400,166588800,12.0,7.0,1.804,3.701,2,3,2
148,2149,111,40,14.1,10.0,0.709,0.853,0.705,0.973,211,588,-1.198,Snap-200,2616,1568,535,2707379,1211627,420432,4621053,733,1575264,679,1457830,253,542563,497707,185449,171787,125919871,6.0,5.0,2.422,3.648,1,2,2
149,2110,108,40,14.6,9.6,0.655,0.84,0.755,0.977,1634,600,0.286,Snap-200,2666,1459,527,2537919,1168008,493154,4424704,850,1780473,769,1611121,260,544174,653650,221000,199940,169949000,7.0,8.0,1.134,3.657,2,2,2
150,2244,25,22,9.4,3.7,0.392,0.638,0.92,0.963,6,601,0.034,Snap-200,3067,1471,466,732869,373472,153068,1106341,679,334278,625,307971,247,121652,424375,167713,154375,104820625,1.0,1.0,2.422,3.692,1,1,2
151,2321,97,37,13.2,9.4,0.71,0.879,0.704,0.977,1867,608,0.029,Snap-200,2822,1723,557,2401302,1259233,407644,4386824,817,1543512,729,1377515,251,473206,595593,205067,182979,149493843,9.0,9.0,0.721,3.762,2,2,2
152,2956,59,31,10.8,7.2,0.662,0.795,0.749,0.975,1921,601,0.371,Snap-200,3295,2330,784,1851478,892175,306371,3378982,894,1020714,784,895086,249,284217,700896,222606,195216,174523104,7.0,5.0,1.7,3.801,2,2,2
153,3101,26,19,7.2,4.6,0.635,0.879,0.773,0.969,519,607,1.046,Snap-200,4298,2440,745,949845,846653,357281,1538039,665,329699,565,280022,271,133989,375725,180215,153115,101821475,1.0,0.0,0.0,3.745,1,1,2
154,2090,109,43,17.1,8.2,0.482,0.741,0.876,0.973,1817,627,-0.7,Snap-200,2416,1693,541,2475806,1507661,528178,4418773,792,1672203,694,1466044,246,519066,549648,194832,170724,135213408,11.0,10.0,1.082,3.833,2,2,2
155,2121,105,38,12.1,11.0,0.913,0.909,0.409,0.979,1718,626,0.559,Snap-200,2457,1633,521,2370655,1219795,458970,4301778,848,1718890,740,1499832,246,497036,627520,208608,182040,154369920,8.0,7.0,1.185,3.783,2,2,2
156,3591,25,18,6.0,5.3,0.882,0.938,0.471,0.968,221,620,-0.541,Snap-200,5075,2715,943,918425,830528,358959,1748953,941,458007,717,348924,266,129485,674697,250306,190722,179469402,1.0,0.0,0.0,3.745,2,2,2
157,2000,118,40,12.6,11.8,0.937,0.929,0.351,0.982,1296,640,-0.762,Snap-200,2169,1635,494,2138251,1296146,457800,4564907,809,1844023,850,1937538,281,639357,687650,227329,238850,193229650,11.0,10.0,1.005,3.84,2,3,3
158,2389,95,37,11.7,10.5,0.89,0.867,0.455,0.966,1106,640,1.56,Snap-200,2982,1676,614,2495191,1187981,434945,4407439,1101,2030833,1024,1887837,306,563032,1127424,336906,313344,344991744,6.0,4.0,0.721,3.634,3,4,3
159,2180,104,39,14.2,9.3,0.658,0.839,0.753,0.975,1451,645,1.301,Snap-200,2708,1585,502,2458682,1232742,457517,4390263,841,1693491,766,1540955,257,516394,644206,216137,196862,165560942,7.0,9.0,1.031,3.732,2,2,2
160,2473,92,36,12.1,9.7,0.798,0.909,0.602,0.979,683,651,-0.072,Snap-200,2969,1930,574,2330111,1350833,391438,4405275,719,1280045,711,1264877,243,431109,511209,174717,172773,124223787,5.0,6.0,0.953,3.649,1,2,2
161,2158,248,68,27.6,11.6,0.42,0.682,0.908,0.962,254,664,-1.197,Snap-200,2430,1665,575,5765923,2112111,737396,10401396,728,3506948,690,3322533,250,1201448,502320,182000,172500,125580000,30.0,22.0,1.082,3.815,1,2,2
162,2110,115,40,13.6,10.8,0.798,0.896,0.603,0.978,641,678,-0.392,Snap-200,2272,1878,647,2508269,1447652,459041,4706454,846,1887241,863,1923738,275,613020,730098,232650,237325,200776950,11.0,9.0,1.134,3.823,2,3,2
163,1979,119,40,12.4,12.2,0.982,0.915,0.188,0.982,1617,676,-0.247,Snap-200,2229,1573,534,2214636,1264344,500199,4562876,826,1904708,764,1761162,259,597249,631064,213934,197876,163445576,9.0,5.0,1.134,3.806,2,2,2
164,1776,139,44,14.7,12.1,0.822,0.911,0.57,0.983,315,690,0.061,Snap-200,1945,1479,541,2347505,1162091,389909,4805418,793,2144566,840,2272093,286,771727,666120,226798,240240,190510320,14.0,13.0,0.67,3.753,2,3,3
165,1918,124,41,13.1,12.1,0.92,0.906,0.391,0.979,455,689,0.194,Snap-200,2226,1502,526,2337119,1244336,504376,4606715,782,1876448,735,1763864,254,608164,574770,198628,186690,145991580,11.0,10.0,0.928,3.718,2,2,2
166,2054,121,41,13.2,11.7,0.884,0.886,0.468,0.976,1114,689,-1.335,Snap-200,2356,1623,574,2685646,1164889,396863,4805045,872,2038772,851,1988229,270,629534,742072,235440,229770,200359440,18.0,9.0,0.773,3.798,2,3,2
167,2482,10,12,4.0,3.3,0.818,0.941,0.575,0.948,1017,671,0.828,Snap-200,3326,2266,665,222829,378334,128900,498972,1449,291112,764,153453,286,57472,1107036,414414,218504,316612296,1.0,1.0,1.7,3.923,4,2,3
168,4082,89,35,11.8,9.7,0.82,0.896,0.573,0.982,790,699,-1.281,Snap-200,5518,2576,1101,4143750,1758884,897865,7021287,2034,3497002,1131,1944187,353,606391,2300454,718002,399243,812060262,2.0,1.0,0.412,3.494,5,4,4
169,1973,122,42,14.5,10.8,0.745,0.868,0.667,0.973,1002,705,-0.978,Snap-200,2307,1442,516,2415088,1154441,466049,4688828,1104,2623077,746,1772277,256,606888,823584,282624,190976,210837504,6.0,7.0,1.031,3.703,3,2,2
170,2859,73,32,11.2,8.4,0.745,0.879,0.668,0.973,1567,708,0.296,Snap-200,3707,1968,782,2439122,1243769,599981,4070548,980,1395246,974,1385687,292,415340,954520,286160,284408,278719840,6.0,0.0,0.0,3.628,3,3,3
171,2480,91,36,12.5,9.3,0.743,0.895,0.67,0.979,274,724,-0.352,Snap-200,3183,1720,626,2425132,1206962,472703,4361750,822,1445087,726,1276777,261,457843,596772,214542,189486,155757492,4.0,2.0,1.417,3.581,2,2,2
