cellID,avg_intensity_dapi,nuclear_area,nuclear_perimeter,major_axis,minor_axis,axes_ratio,circularity,eccentricity,solidity,x_pos,y_pos,angle,imageID,avg_intensity_core_dapi,avg_intensity_internal_ring_dapi,avg_intensity_external_ring_dapi,total_intensity_core_dapi,total_intensity_internal_ring_dapi,total_intensity_external_ring_dapi,total_intensity_dapi,avg_intensity_beta3,total_intensity_beta3,avg_intensity_rfp,total_intensity_rfp,avg_intensity_ngn,total_intensity_ngn,beta3_x_rfp,beta3_x_ngn,rfp_x_ngn,beta3_x_rfp_x_ngn,dna_peaks,dna_dots,dna_dots_size_median,spatial_entropy,beta3_group,rfp_group,ngn_group
172,2558,89,37,13.6,8.4,0.618,0.826,0.786,0.966,1377,723,-0.821,Snap-200,3127,1927,602,2569673,1417777,459934,4397213,885,1520402,835,1433831,269,461215,738975,238065,224615,198784275,8.0,7.0,0.773,3.705,2,3,2
173,2217,107,40,14.6,9.4,0.642,0.84,0.767,0.974,1135,728,-0.821,Snap-200,2400,1854,550,2127930,1315815,431524,4581871,809,1670472,722,1492004,251,517563,584098,203059,181222,146608598,7.0,6.0,1.288,3.749,2,2,2
174,2395,96,37,12.0,10.3,0.863,0.908,0.505,0.98,633,729,0.959,Snap-200,2859,1798,632,2392194,1272648,426205,4475765,900,1681189,865,1616667,277,516837,778500,249300,239605,215644500,6.0,6.0,2.113,3.747,2,3,2
175,1907,123,41,14.3,10.9,0.761,0.906,0.649,0.983,385,742,-0.113,Snap-200,2185,1599,518,2245662,1317070,484904,4536907,716,1702070,688,1634932,246,585222,492608,176136,169248,121181568,14.0,13.0,1.082,3.821,1,2,2
176,2373,109,41,15.1,9.3,0.617,0.8,0.787,0.953,1320,733,-1.183,Snap-200,2423,2177,741,2441887,1436353,456767,5019587,906,1915868,886,1873266,279,588822,802716,252774,247194,223957764,9.0,10.0,0.85,3.858,2,3,3
177,2331,117,44,17.0,8.8,0.518,0.773,0.855,0.974,1876,740,-1.11,Snap-200,3073,1538,543,3078726,1352965,550959,5278206,868,1963933,915,2069395,279,630040,794220,242172,255285,221587380,5.0,7.0,0.928,3.573,2,3,3
178,1743,136,43,13.7,12.6,0.921,0.919,0.389,0.983,1755,749,-0.769,Snap-200,2075,1271,438,2537199,1096421,433958,4597206,852,2244869,826,2176851,270,710192,703752,230040,223020,190013040,11.0,8.0,0.824,3.723,2,3,2
179,2205,104,38,13.0,10.2,0.785,0.885,0.62,0.972,442,749,1.243,Snap-200,2461,1784,649,2337871,1330298,522335,4431200,903,1814112,734,1475315,263,527036,662802,237489,193042,174316926,8.0,7.0,1.082,3.712,2,2,2
180,2448,93,38,13.2,9.2,0.694,0.797,0.72,0.962,196,756,0.323,Snap-200,2937,1784,557,2466367,884848,250451,4419315,908,1637817,766,1380963,281,506230,695528,255148,215246,195443368,6.0,7.0,1.391,3.709,2,2,2
181,3294,21,17,5.7,4.7,0.826,0.947,0.564,0.966,334,747,-0.048,Snap-200,4492,2711,805,781594,783345,341046,1327339,931,375156,723,291336,295,118695,673113,274645,213285,198568335,1.0,0.0,0.0,3.791,2,2,3
182,1839,134,45,16.3,10.6,0.648,0.822,0.761,0.975,157,767,0.617,Snap-200,2049,1455,493,2595981,1024308,388414,4790021,786,2044678,759,1975724,261,678304,596574,205146,198099,155705814,15.0,14.0,0.747,3.824,1,2,2
183,1674,149,45,14.9,12.7,0.858,0.907,0.514,0.984,853,768,-0.553,Snap-200,1851,1419,430,2555920,1298937,447143,4825185,766,2206209,745,2146151,255,733025,570670,195330,189975,145520850,22.0,15.0,0.824,3.871,2,2,2
184,3610,5,8,3.0,2.1,0.718,0.976,0.696,0.931,1266,743,-0.354,Snap-200,4950,3611,732,108880,342968,130941,342968,999,94848,709,67307,308,29201,708291,307692,218372,218153628,1.0,1.0,0.721,3.995,3,2,3
185,1660,148,46,16.1,11.8,0.733,0.882,0.68,0.982,1002,776,-0.012,Snap-200,1824,1435,463,2511258,1308440,481499,4779636,772,2221336,689,1982688,238,684552,531908,183736,163982,126594104,19.0,12.0,0.747,3.906,2,2,2
186,2540,87,37,13.9,8.0,0.576,0.801,0.817,0.967,595,768,-0.692,Snap-200,3190,1829,625,2535736,1353062,535597,4304621,862,1460557,766,1297819,267,450912,660292,230154,204522,176297964,7.0,6.0,0.696,3.681,2,3,2
187,3680,119,42,15.8,9.6,0.61,0.828,0.792,0.975,1551,765,1.554,Snap-200,4691,2313,823,5347077,1896062,784235,8500839,1015,2343056,911,2102259,277,638541,924665,281155,252347,256132205,5.0,1.0,0.67,3.562,3,3,3
188,3355,9,11,3.6,3.1,0.858,0.971,0.513,0.966,1286,754,0.97,Snap-200,3942,3273,1032,323227,494188,164995,563659,997,167426,726,121905,302,50658,723822,301094,219252,218594244,1.0,0.0,0.0,3.955,3,2,3
189,3324,7,9,3.0,2.9,0.972,1.009,0.236,0.949,1258,755,-1.366,Snap-200,3941,3312,969,177322,423927,243082,435490,1007,131869,696,91096,292,38241,700872,294044,203232,204654624,1.0,0.0,0.0,3.984,3,2,3
190,2775,101,42,12.9,10.6,0.828,0.737,0.561,0.924,1317,776,0.39,Snap-200,2884,2537,1073,2693372,1544980,498685,5453486,1142,2243508,909,1785201,299,585748,1038078,341458,271791,310385322,8.0,8.0,1.34,3.822,3,3,3
191,1805,16,15,4.8,4.4,0.921,0.932,0.389,0.955,220,776,-0.274,Snap-200,2076,1659,570,232437,343216,105967,575653,1224,390153,682,217292,282,89734,834768,345168,192324,235404576,2.0,0.0,0.0,3.907,3,2,3
192,5147,9,11,3.5,3.1,0.908,0.954,0.419,0.938,1346,775,1.198,Snap-200,6509,4893,1257,351471,680091,140683,849209,1199,197740,763,125818,296,48789,914837,354904,225848,270791752,1.0,1.0,1.855,3.953,3,2,3
193,3619,108,39,13.1,10.5,0.8,0.884,0.6,0.972,1193,798,-0.156,Snap-200,4483,2518,883,4468814,1918091,656458,7555578,906,1891415,838,1749255,275,573827,759228,249150,230450,208787700,8.0,5.0,0.67,3.508,2,3,3
194,3567,19,20,6.5,4.3,0.652,0.631,0.758,0.856,451,788,0.008,Snap-200,5022,3225,1005,562395,996493,409960,1330437,1452,541455,688,256394,274,102099,998976,397848,188512,273719424,1.0,1.0,1.597,3.753,4,2,3
195,1219,8,10,3.3,3.1,0.934,0.978,0.357,0.963,235,780,0.241,Snap-200,1414,1196,468,103192,169704,109912,188984,1055,163513,566,87633,259,40104,597130,273245,146594,154656670,1.0,0.0,0.0,3.944,3,1,2
196,2448,92,38,14.8,8.0,0.54,0.791,0.842,0.971,931,795,-1.506,Snap-200,2797,2013,594,2097350,1458804,508311,4361679,828,1475241,740,1317544,264,469067,612720,218592,195360,161758080,10.0,7.0,0.773,3.742,2,2,2
197,2380,102,38,13.1,10.0,0.762,0.874,0.647,0.974,1354,806,-0.536,Snap-200,2786,1884,821,2618504,1354132,548999,4718063,1073,2125274,903,1788065,282,557118,968919,302586,254646,273235158,6.0,5.0,0.67,3.641,3,3,3
198,3238,94,37,12.3,9.7,0.788,0.882,0.615,0.977,684,808,-0.799,Snap-200,4482,1906,771,3598353,1360368,653531,5886668,970,1763073,907,1648555,284,515149,879790,275480,257588,249860360,5.0,2.0,0.618,3.513,3,3,3
199,1850,133,44,14.9,11.5,0.771,0.868,0.637,0.973,1600,819,-0.195,Snap-200,2104,1424,466,2602573,1020939,359111,4786070,761,1968084,806,2084762,249,643736,613366,189489,200694,152728134,13.0,9.0,0.721,3.792,1,3,2
200,1656,144,46,16.2,11.4,0.704,0.869,0.71,0.98,1835,817,0.852,Snap-200,1845,1366,455,2388676,1247897,479573,4633760,854,2389193,793,2218930,252,703150,677222,215208,199836,170659944,13.0,12.0,0.979,3.84,2,2,2
201,2092,113,40,14.0,10.2,0.732,0.887,0.681,0.981,1142,817,0.814,Snap-200,2313,1774,561,2384317,1427708,524236,4569133,836,1825359,741,1617976,244,531124,619476,203984,180804,151152144,10.0,11.0,0.773,3.853,2,2,2
202,2885,76,34,10.7,9.6,0.9,0.813,0.436,0.969,1558,818,1.557,Snap-200,3675,1861,788,2443396,926345,463934,4266432,1314,1943143,1059,1566150,279,411751,1391526,366606,295461,388235754,4.0,3.0,0.928,3.587,4,3,3
