cellID,avg_intensity_dapi,nuclear_area,nuclear_perimeter,major_axis,minor_axis,axes_ratio,circularity,eccentricity,solidity,x_pos,y_pos,angle,imageID,avg_intensity_core_dapi,avg_intensity_internal_ring_dapi,avg_intensity_external_ring_dapi,total_intensity_core_dapi,total_intensity_internal_ring_dapi,total_intensity_external_ring_dapi,total_intensity_dapi,avg_intensity_beta3,total_intensity_beta3,avg_intensity_rfp,total_intensity_rfp,avg_intensity_ngn,total_intensity_ngn,beta3_x_rfp,beta3_x_ngn,rfp_x_ngn,beta3_x_rfp_x_ngn,dna_peaks,dna_dots,dna_dots_size_median,spatial_entropy,beta3_group,rfp_group,ngn_group
139,2241,91,37,13.2,8.8,0.663,0.837,0.748,0.968,1120,1163,0.24956595685629962,Snap-120,2689,1655,487,2011467,1181463,417064,3937646,747,1312640,1459,2563605,232,408206,1089873,173304,338488,252850536,5,6,1.8550440000000001,3.713,2,1,1
140,1557,141,44,14.2,12.7,0.897,0.903,0.443,0.978,1578,1186,0.08065526317834008,Snap-120,1689,1313,422,2188508,1156763,428732,4270003,821,2251006,735,2014974,234,642542,603435,192114,171990,141203790,15,18,1.0563445,3.892,2,1,1
141,2246,145,47,17.7,10.5,0.594,0.823,0.805,0.98,1874,1190,0.5361604971452071,Snap-120,2731,1601,597,3372615,1538100,654296,6314427,802,2255744,718,2017131,222,624349,575836,178044,159396,127835592,7,6,1.7777505000000002,3.646,2,1,0
142,1702,128,44,16.3,10.0,0.614,0.824,0.789,0.976,843,1181,1.5678240503419982,Snap-120,1962,1287,471,2141003,1102615,471242,4230410,707,1756565,755,1876248,219,544644,533785,154833,165345,116898915,16,15,1.1336380000000001,3.853,1,1,0
143,2245,92,38,14.4,8.2,0.566,0.81,0.824,0.973,1036,1187,-0.6087524374868226,Snap-120,2883,1512,577,2517181,1141844,512254,4026866,956,1714712,1098,1970042,238,426388,1049688,227528,261324,249825744,9,6,2.2415115,3.707,2,1,1
144,2053,100,38,13.8,9.2,0.668,0.855,0.744,0.975,1384,1192,0.5028932057524984,Snap-120,2367,1600,504,1988110,1228763,455813,3965172,1244,2401309,8605,16615563,1482,2861236,10704620,1843608,12752610,15864246840,8,7,1.0821090000000002,3.684,3,4,1
145,1991,77,34,12.6,8.1,0.641,0.819,0.767,0.984,1920,1192,-0.15094375712351454,Snap-120,2182,1643,798,1540752,792151,438782,2989020,888,1332700,845,1268229,239,359433,750360,212232,201955,179336040,10,4,1.9065730000000003,3.834,2,1,1
146,1858,115,39,12.6,11.6,0.918,0.935,0.397,0.985,1695,1194,0.3009043144390066,Snap-120,2238,1346,487,2459445,1055230,443994,4129375,1126,2503621,841,1868501,242,538464,946966,272492,203522,229165772,9,5,2.4733920000000005,3.731,3,1,1
147,1529,138,44,15.4,11.5,0.745,0.893,0.667,0.982,37,1216,0.21473240748534964,Snap-120,1720,1259,389,2108913,1114237,394852,4095079,694,1859682,617,1651621,220,590145,428198,152680,135740,94203560,13,10,1.4685765000000002,3.87,2,0,0
148,1850,115,42,15.3,9.7,0.63,0.823,0.777,0.975,1775,1208,-1.4134943631820438,Snap-120,2114,1497,474,2241130,1218155,452698,4111917,885,1967259,902,2005135,252,559964,798270,223020,227304,201164040,11,12,1.0563445,3.832,2,1,1
149,1505,143,45,15.5,11.8,0.765,0.876,0.644,0.979,504,1219,0.46673957320527104,Snap-120,1657,1275,396,2133967,1153925,411702,4176757,652,1810647,684,1899913,221,613502,445968,144092,151164,98558928,13,14,1.3655185,3.832,1,1,0
150,1694,124,44,16.6,9.5,0.573,0.817,0.819,0.98,1449,1221,-0.34462226473981655,Snap-120,1911,1359,419,2237882,1173962,415705,4083607,725,1746632,900,2170159,221,531780,652500,160225,198900,144202500,14,15,0.9790510000000001,3.853,2,1,0
151,2086,101,38,13.2,9.8,0.742,0.89,0.671,0.977,1320,1217,-0.01213045788548867,Snap-120,2390,1639,517,2194358,1209492,452651,4102674,959,1886459,866,1704294,236,463768,830494,226324,204376,195996584,5,5,3.09174,3.739,2,1,1
152,1876,117,42,14.5,10.4,0.716,0.828,0.698,0.976,1096,1222,0.5127014137564765,Snap-120,2105,1557,880,2330657,1275462,849362,4263974,962,2186352,2121,4821587,311,706899,2040402,299182,659631,634565022,12,13,0.9275220000000001,3.779,2,1,1
153,1789,121,41,12.6,12.2,0.968,0.903,0.251,0.976,1644,1221,-0.3004827602193695,Snap-120,1989,1486,479,2032882,1204894,456448,4189693,1116,2614223,861,2016594,245,574655,960876,273420,210945,235414620,14,14,1.185167,3.887,3,1,1
154,1612,138,45,13.8,13.0,0.938,0.865,0.346,0.965,925,1221,-1.0233883298697277,Snap-120,1831,1264,414,2228456,1132124,423133,4324029,729,1954646,932,2498848,244,654017,679428,177876,227408,165780432,17,23,0.7214060000000001,3.847,2,1,1
155,1572,140,45,14.6,12.3,0.841,0.885,0.541,0.979,821,1229,0.5927123007010213,Snap-120,1823,1221,486,2293258,1081892,494779,4261872,722,1957519,757,2052939,227,614044,546554,163894,171839,124067758,13,16,0.6183480000000001,3.789,2,1,0
156,1373,164,48,15.7,13.4,0.855,0.902,0.519,0.981,619,1235,0.7754805856417478,Snap-120,1437,1207,378,2286952,1167915,417155,4381610,616,1966919,1196,3816978,232,741107,736736,142912,277472,170922752,15,15,1.4943410000000001,3.878,1,1,1
157,1854,117,41,12.9,11.6,0.902,0.892,0.432,0.979,1052,1234,0.8212611798224562,Snap-120,1950,1693,952,2195795,1347939,883862,4196434,1106,2503362,1875,4245885,321,726975,2073750,355026,601875,665673750,18,15,0.772935,3.866,2,1,1
158,1550,146,47,18.4,10.1,0.546,0.813,0.838,0.984,1278,1252,0.2601096492526153,Snap-120,1649,1333,475,2069991,1267627,512817,4378903,810,2289071,1192,3369194,233,659699,965520,188730,277736,224966160,18,19,0.772935,3.907,2,1,1
159,1498,9,17,8.5,1.4,0.167,0.384,0.986,0.951,1933,1229,0.03999107158964246,Snap-120,1655,1449,841,144010,218760,191823,263675,914,160940,993,174798,259,45546,907602,236726,257187,235068918,3,1,0.41223200000000004,3.931,2,1,1
160,2409,109,40,14.2,9.7,0.683,0.874,0.731,0.979,1143,1260,-1.3748626880418915,Snap-120,2906,1746,667,2883115,1362073,608537,5073202,1322,2783391,3340,7034996,285,600712,4415480,376770,951900,1258411800,7,6,0.7214060000000001,3.612,3,3,1
161,1647,129,43,14.5,11.4,0.783,0.89,0.622,0.977,893,1275,1.5414834257689896,Snap-120,1971,1225,433,2221388,1037518,423020,4133809,761,1910484,814,2042583,251,630066,619454,191011,204314,155482954,8,10,0.7986995000000001,3.627,2,1,1
162,1911,109,41,15.7,8.9,0.562,0.827,0.827,0.979,112,1278,-0.9278860573614881,Snap-120,2335,1429,423,2139017,1200414,413099,4048363,674,1429087,637,1348868,222,470131,429338,149628,141414,95313036,10,12,1.3397540000000001,3.743,2,1,0
163,1885,153,46,16.0,12.2,0.757,0.897,0.653,0.984,823,1298,0.8093806077741998,Snap-120,2170,1453,440,3083755,1358138,468442,5590505,730,2166355,748,2218011,239,709225,546040,174470,178772,130503560,16,13,1.8550440000000001,3.789,2,1,1
164,1528,144,45,15.6,11.8,0.752,0.888,0.659,0.98,1895,1317,-0.9462977711135176,Snap-120,1696,1224,428,2201227,1115057,444920,4272473,819,2290290,863,2413197,226,632368,706797,185094,195038,159736122,14,15,0.9790510000000001,3.819,2,1,0
165,1761,121,43,16.3,9.5,0.581,0.814,0.814,0.976,1045,1319,0.9777126543889709,Snap-120,1975,1415,456,2174990,1225761,452534,4125979,1468,3439587,9180,21508526,2026,4746056,13476240,2974168,18598680,27302862240,12,12,1.1078735000000002,3.802,3,4,2
166,1742,120,44,17.6,8.8,0.498,0.778,0.867,0.973,1765,1312,-1.5342331567258836,Snap-120,1994,1358,444,2273505,1132635,433003,4064053,1000,2332575,10121,23612097,1569,3661349,10121000,1569000,15879849,15879849000,11,9,2.112689,3.82,3,4,1
167,1316,173,49,16.8,13.1,0.779,0.895,0.627,0.983,1624,1326,1.228738191569478,Snap-120,1457,1065,378,2190418,1064830,426694,4407624,716,2397511,667,2233185,226,756220,477572,161816,150742,107931272,15,19,1.185167,3.882,2,1,0
168,2273,91,36,12.4,9.5,0.763,0.869,0.647,0.969,1172,1325,-1.5637417014725707,Snap-120,2962,1554,453,2212793,1125406,387997,4025039,744,1318197,787,1394397,219,387514,585528,162936,172353,128230632,9,7,1.4428120000000002,3.687,2,1,0
169,1503,140,45,15.8,11.3,0.719,0.877,0.695,0.98,314,1337,1.2966601633070196,Snap-120,1598,1294,385,2011551,1157275,396965,4094366,651,1774404,632,1721109,218,593619,411432,141918,137776,89692176,12,14,1.3655185,3.822,1,1,0
170,2425,169,48,15.4,14.0,0.914,0.907,0.406,0.984,134,1350,1.0650145173288268,Snap-120,2674,1841,480,4002739,1781908,526541,7959307,694,2276676,741,2432717,235,772365,514254,163090,174135,120849690,13,12,2.112689,3.806,2,1,1
171,1961,105,40,15.1,8.9,0.592,0.841,0.806,0.981,1004,1350,0.6984391207480748,Snap-120,2181,1664,451,1876009,1372885,436541,3996018,759,1546977,746,1519329,229,465902,566214,173811,170834,129663006,8,9,1.391283,3.789,2,1,0
172,5345,33,21,7.1,5.9,0.826,0.947,0.564,0.975,590,1337,0.7312205838678928,Snap-120,6897,4423,1306,1620890,1751552,689546,3372442,796,502071,794,500998,240,151467,632024,191040,190560,151685760,1,0,0.0,3.689,2,1,1
173,2070,200,53,18.5,13.8,0.745,0.891,0.667,0.988,1290,1371,-0.3930496535000048,Snap-120,2468,1471,462,4672758,1565268,546920,8039645,756,2934713,1302,5056334,224,870075,984312,169344,291648,220485888,12,11,1.7519860000000003,3.696,2,1,0
174,2178,198,52,17.2,14.6,0.85,0.908,0.526,0.984,1503,1413,-1.3299352201019106,Snap-120,2467,1671,486,4613161,1767650,579531,8367475,698,2682509,756,2903089,215,826795,527688,150070,162540,113452920,10,11,0.9790510000000001,3.721,2,1,0
175,1742,121,41,13.4,11.5,0.858,0.894,0.514,0.978,1155,1422,0.0852457314869409,Snap-120,1874,1478,438,1926045,1200332,415206,4087608,1023,2399858,1675,3930728,226,529884,1713525,231198,378550,387256650,14,14,0.9532865000000001,3.886,2,1,0
176,1359,157,48,15.4,13.2,0.855,0.875,0.519,0.979,1413,1429,0.17257052322305627,Snap-120,1559,1107,388,2133652,1013047,382339,4148942,610,1862861,662,2021104,221,674902,403820,134810,146302,89244220,16,15,0.8759930000000001,3.8,1,1,0
177,1686,125,42,15.0,10.6,0.706,0.88,0.708,0.981,858,1418,1.553877048386662,Snap-120,1810,1452,424,1924515,1218182,410811,4094870,791,1920662,750,1820816,230,558716,593250,181930,172500,136447500,14,11,1.4428120000000002,3.845,2,1,0
178,1335,115,45,18.0,8.4,0.465,0.724,0.885,0.975,680,1443,1.524441998678417,Snap-120,1426,1233,353,1466151,1036665,298042,2976060,681,1517738,734,1635033,235,524616,499854,160035,172490,117465690,13,14,1.4685765000000002,3.921,2,1,1
179,1546,51,31,12.7,5.5,0.437,0.652,0.899,0.979,1106,1450,1.4613142875695575,Snap-120,1748,1391,343,755002,786139,200910,1541141,728,725335,905,902037,234,232812,658840,170352,211770,154168560,6,4,1.4943410000000001,3.871,2,1,1
180,1425,46,31,12.6,5.0,0.397,0.62,0.918,0.967,549,1450,-1.517459675179769,Snap-120,1524,1359,367,545571,732501,212868,1278072,732,656938,595,533272,228,204433,435540,166896,135660,99303120,5,4,1.5973990000000002,3.886,2,0,0
