"cellID","avg_intensity_dapi","nuclear_area","nuclear_perimeter","major_axis","minor_axis","axes_ratio","circularity","eccentricity","solidity","x_pos","y_pos","angle","imageID","avg_intensity_core_dapi","avg_intensity_internal_ring_dapi","avg_intensity_external_ring_dapi","total_intensity_core_dapi","total_intensity_internal_ring_dapi","total_intensity_external_ring_dapi","total_intensity_dapi","avg_intensity_beta3","total_intensity_beta3","avg_intensity_rfp","total_intensity_rfp","avg_intensity_ngn2","total_intensity_ngn2","dna_peaks","dna_dots","dna_dots_size_median","spatial_entropy","beta3_group","rfp_group","ngn2_group","experiment","path2ong"
35,2513,79,33,11,9.2,0.84,0.925,0.543,0.98,1442,815,1.223367576,"Snap-255",3518,1868,642,2687733,1189936,492748,4248315,1199,1843026,9829,15106690,9712,14927038,2,3,0.566819,3.645,3,4,4,"Day2","test"
37,2635,76,32,10,9.6,0.956,0.913,0.292,0.973,1335,823,-1.529774962,"Snap-255",3687,1993,666,2607025,1251767,511162,4254611,1344,1973336,9961,14622992,9364,13746461,5,5,1.288225,3.691,3,4,4,"Day2","test"
43,1783,135,45,16.9,10.2,0.604,0.824,0.797,0.974,1164,589,-0.452793962,"Snap-256",2260,1503,384,2954272,1375625,402923,5134000,785,2054925,8199,21463867,3672,9612765,11,10,1.4685765,3.803,2,4,2,"Day2","test"
22,2238,99,41,14.9,8.7,0.587,0.759,0.81,0.952,1471,152,1.474107003,"Snap-257",3159,1756,485,2542655,1384103,444241,4744570,867,1670835,13733,26464402,1029,1982621,6,4,3.60703,3.707,2,4,1,"Day2","test"
75,2353,97,38,13.9,8.9,0.639,0.85,0.769,0.976,1153,681,0.429925991,"Snap-257",3044,2009,476,2544477,1474329,414970,4881222,1239,2336673,13901,26217826,9698,18291262,7,9,1.288225,3.789,3,4,4,"Day2","test"
130,2323,97,40,15.8,7.8,0.493,0.76,0.87,0.968,1304,1367,0.322925115,"Snap-258",3166,1809,561,2972411,1398710,512064,4808016,2096,3945552,16126,30348527,10325,19431451,7,8,0.772935,3.683,4,5,4,"Day2","test"
47,4676,44,27,10.2,5.6,0.549,0.785,0.836,0.961,620,373,0.952617512,"Snap-259",6299,4379,816,2135199,2246631,528964,4381830,819,698104,13520,11518713,371,315981,4,3,1.700457,3.824,2,5,1,"Day2","test"
75,2385,101,38,11.8,11,0.935,0.9,0.356,0.98,1327,620,-1.294089629,"Snap-259",3333,1743,513,2989516,1300069,451688,5141479,896,1755344,15618,30611505,11196,21944099,7,7,1.494341,3.721,2,5,4,"Day2","test"
94,1924,116,41,15,9.9,0.66,0.863,0.751,0.979,494,1085,0.047111954,"Snap-260",2629,1443,416,2915330,1149905,386500,4757127,960,2159149,13159,29580334,12068,27129463,6,5,2.679508,3.695,2,4,4,"Day2","test"
43,1776,127,46,18,9.1,0.503,0.755,0.865,0.975,519,310,-0.681914706,"Snap-108",1990,1291,406,2239288,1200608,431983,4171069,1004,2478963,10915,26937355,9356,23091691,11,8,1.8808085,3.752,3,4,4,"Day3","test"
103,2197,100,41,16,8,0.499,0.765,0.867,0.973,175,781,-0.967645227,"Snap-108",2581,1554,475,2436051,1279079,455768,4077812,878,1711295,15920,31043239,2310,4504161,5,4,3.452443,3.665,2,5,2,"Day3","test"
117,2739,78,33,11.2,8.9,0.796,0.896,0.606,0.973,1423,895,0.105111136,"Snap-108",3131,1972,546,2291748,1258119,424054,3922981,1629,2451060,15422,23209987,3293,4955906,5,2,3.60703,3.598,4,5,2,"Day3","test"
118,2025,110,47,20.3,7,0.347,0.616,0.938,0.944,1312,916,-0.079390602,"Snap-108",2381,1373,432,2507190,1224889,446045,4127712,1046,2240887,9040,19364608,3660,7839723,7,9,2.267276,3.745,3,4,3,"Day3","test"
139,2204,103,39,13.9,9.5,0.68,0.864,0.733,0.979,1209,1056,1.10935408,"Snap-108",2489,1609,607,2257643,1243523,548861,4212953,948,1904351,10430,20944221,4134,8301228,10,9,1.03058,3.75,3,4,3,"Day3","test"
154,2026,110,41,15.2,9.2,0.607,0.839,0.795,0.979,1751,1141,-1.545202849,"Snap-108",2285,1400,420,2330926,1094415,383808,4121696,1013,2165005,10229,21870340,4626,9891293,14,9,1.54587,3.78,3,4,3,"Day3","test"
186,2117,104,42,16.8,8,0.476,0.723,0.879,0.963,1902,1364,-0.078272328,"Snap-108",2437,1459,460,2083371,1181448,434727,4049368,987,1983893,11588,23292883,3908,7854802,11,5,1.288225,3.603,3,4,3,"Day3","test"
15,2259,101,39,14.5,8.9,0.615,0.84,0.788,0.981,807,173,-1.450596518,"Snap-109",2493,1734,496,2223358,1303854,440301,4228811,1119,2201381,10032,19732419,2222,4369844,9,13,0.979051,3.856,3,4,2,"Day3","test"
101,1790,125,43,15.4,10.4,0.671,0.866,0.742,0.983,556,1121,-0.354027217,"Snap-109",1935,1289,394,2339057,1098106,388074,4147592,875,2128751,14949,36385177,1889,4596653,11,10,1.8808085,3.829,2,5,2,"Day3","test"
106,3018,67,31,10.6,8.1,0.768,0.897,0.64,0.974,329,1148,-0.655977756,"Snap-109",3517,2175,519,2050356,1298492,382346,3750797,1714,2238364,15283,19959403,2286,2985053,5,5,0.772935,3.76,4,5,2,"Day3","test"
112,2530,85,37,14.5,7.6,0.523,0.772,0.852,0.955,1400,1237,-0.098482625,"Snap-109",3016,1674,437,2358210,1193516,367811,3970727,1484,2447099,14864,24510043,2691,4436748,6,4,2.57645,3.746,4,5,2,"Day3","test"
113,1998,109,41,15.8,8.8,0.558,0.809,0.83,0.975,1176,1241,-0.525423599,"Snap-109",2216,1489,400,2056629,1239104,384170,4025564,970,2051746,8872,18772286,6872,14541957,10,11,1.236696,3.816,3,4,4,"Day3","test"
20,2543,82,34,11.7,9,0.767,0.877,0.642,0.97,42,159,-0.844028438,"Snap-111",2942,1790,972,2288678,1195440,794239,3842374,1308,2076616,9295,14759750,1082,1718998,7,5,1.03058,3.705,3,4,1,"Day3","test"
24,1824,123,42,15.4,10.2,0.665,0.861,0.747,0.98,589,205,-0.341977094,"Snap-111",1944,1370,427,2264617,1167074,420225,4147237,826,1973024,15031,35909600,1888,4510087,10,10,2.0869245,3.852,2,5,2,"Day3","test"
29,2823,70,31,10.7,8.4,0.782,0.901,0.624,0.976,362,232,-0.602105062,"Snap-111",3387,1920,607,2110051,1171360,451402,3662829,1629,2220525,14834,20218685,2132,2906097,4,4,1.4170475,3.696,4,5,2,"Day3","test"
35,2448,85,37,14.3,7.6,0.531,0.788,0.847,0.964,1433,321,-0.097256713,"Snap-111",2924,1617,509,2306878,1136467,427925,3830934,1422,2337278,14728,24212132,2594,4264934,6,5,1.648928,3.728,3,5,2,"Day3","test"
36,1978,108,42,15.8,8.7,0.549,0.775,0.836,0.974,1209,326,-0.525439252,"Snap-111",2191,1496,460,1969476,1248057,442294,3938364,932,1949324,8841,18487075,6754,14123604,9,10,0.824464,3.784,3,4,4,"Day3","test"
102,1929,116,40,14.2,10.4,0.735,0.904,0.678,0.986,1587,1003,-1.224883256,"Snap-111",2100,1387,483,2299476,1121027,451876,4141142,977,2203536,15368,34655884,9093,20503853,11,8,1.133638,3.785,3,5,4,"Day3","test"
56,2663,81,35,13.2,7.8,0.594,0.838,0.804,0.972,992,542,-0.953994198,"Snap-112",3120,1908,509,2233957,1339598,423567,3980391,2190,3438685,12388,19449306,2340,3674011,6,10,0.4379965,3.772,4,4,2,"Day3","test"
79,2591,83,35,12.4,8.6,0.689,0.861,0.725,0.975,978,797,-0.313398931,"Snap-112",3095,1758,533,2420230,1212937,439302,3994674,2727,4417775,14078,22805901,2142,3470658,7,6,0.566819,3.661,4,5,2,"Day3","test"
88,1981,113,40,13.7,10.5,0.771,0.884,0.637,0.979,602,877,-1.498783977,"Snap-112",2348,1331,439,2493124,1057155,407711,4130068,940,2059304,8831,19349445,3411,7473527,10,11,1.236696,3.665,3,4,2,"Day3","test"
104,2694,78,33,10.6,9.4,0.888,0.891,0.46,0.973,718,985,-0.888850732,"Snap-112",3112,1924,568,2274564,1248427,449702,3895131,1697,2577727,14347,21792475,1585,2406862,6,5,0.669877,3.692,4,5,2,"Day3","test"
122,2055,111,41,15.3,9.2,0.6,0.835,0.8,0.978,758,1201,-1.203287833,"Snap-112",2470,1320,686,2442802,1069494,647701,4197196,1383,2968177,13228,28387276,6241,13393713,5,5,1.958102,3.629,3,4,3,"Day3","test"
32,2119,103,42,16.7,8,0.476,0.734,0.879,0.966,835,218,-0.081565667,"Snap-113",2439,1475,506,2067888,1188748,477826,4030153,891,1780814,11702,23380098,4088,8168113,8,5,1.391283,3.606,3,4,3,"Day3","test"
91,1846,127,43,15.2,10.7,0.702,0.849,0.713,0.977,1301,608,0.552619308,"Snap-113",2184,1217,506,2671202,1050034,502203,4315790,1077,2647305,13372,32854825,2962,7278115,8,5,2.370334,3.647,3,4,2,"Day3","test"
127,2399,87,35,12,9.3,0.773,0.89,0.635,0.978,1628,839,1.269370898,"Snap-113",2944,1537,522,2143164,1050994,425970,3871678,1106,1875726,15090,25591972,1476,2503591,6,6,0.7471705,3.669,3,5,1,"Day3","test"
18,2301,87,35,11.9,9.3,0.776,0.886,0.63,0.977,83,103,-1.372278051,"Snap-114",2739,1549,537,1925217,1065558,442569,3678495,1469,2467802,9299,15621652,2250,3779995,6,5,0.772935,3.721,4,4,2,"Day3","test"
50,723,30,20,6.7,5.8,0.868,0.934,0.496,0.966,815,340,0.695731955,"Snap-114",820,613,400,175450,229978,201619,405428,841,495552,16383,9649587,281,165489,1,3,0.824464,3.798,2,5,1,"Day3","test"
128,1874,118,45,18.3,8.2,0.448,0.733,0.894,0.973,280,1114,-0.573377854,"Snap-114",2067,1426,533,1971767,1323537,567056,4075682,978,2233607,12387,28303573,1973,4507260,16,17,0.824464,3.836,3,4,2,"Day3","test"
39,1772,129,47,19,8.7,0.46,0.742,0.888,0.969,1691,370,-0.001794803,"Snap-115",1920,1308,480,2327064,1172086,491800,4211289,852,2127171,10644,26567515,5022,12535378,18,17,0.669877,3.818,2,4,3,"Day3","test"
150,2072,107,39,12,11.3,0.945,0.897,0.328,0.976,883,1281,0.638773163,"Snap-115",2358,1448,424,2343995,1097226,380737,4082685,936,1937005,8585,17770549,2137,4423939,13,16,0.721406,3.827,3,4,2,"Day3","test"
15,2941,75,33,11.9,8.1,0.681,0.881,0.732,0.978,1312,75,-0.888919257,"Snap-116",3331,2196,658,2248657,1407346,510327,4075908,1631,2375189,11000,16016494,1036,1508426,8,5,1.185167,3.742,4,4,1,"Day3","test"
39,2723,98,39,14.9,8.5,0.57,0.809,0.822,0.975,1405,387,1.090804641,"Snap-117",2898,2036,542,2286435,1584025,493960,4919936,1287,2442860,11105,21077012,1172,2224928,8,7,1.442812,3.75,3,4,1,"Day3","test"
41,836,50,26,8.5,7.6,0.895,0.942,0.446,0.977,1471,392,0.569706778,"Snap-117",908,689,415,432995,342397,262125,775392,1683,1638762,15861,15448971,396,386171,1,3,0.772935,3.743,4,5,1,"Day3","test"
56,2424,92,36,12.3,9.6,0.78,0.91,0.625,0.983,332,546,-0.721388191,"Snap-117",3013,1469,441,2326248,1053517,373801,4141698,1233,2213849,9471,17000933,1955,3508779,8,7,1.54587,3.707,3,4,2,"Day3","test"
59,2126,108,40,14.2,9.7,0.684,0.86,0.73,0.977,129,562,-0.829867559,"Snap-117",2564,1347,409,2474201,1069291,379883,4245079,1213,2545312,11184,23464007,784,1644216,13,11,1.03058,3.721,3,4,1,"Day3","test"
97,1435,166,50,18.3,11.6,0.633,0.839,0.774,0.981,417,1057,-0.461715807,"Snap-117",1712,861,339,2657140,872691,387786,4405184,918,2959026,10620,34237623,2761,8901619,7,8,2.885624,3.661,3,4,2,"Day3","test"
118,1955,119,42,15.3,9.9,0.647,0.843,0.762,0.974,494,1331,-0.818223317,"Snap-117",2401,1157,449,2674531,974285,437848,4314983,1493,3461563,9742,22591548,2686,6229782,6,8,1.1078735,3.622,4,4,2,"Day3","test"
13,2018,84,35,12.6,8.5,0.674,0.862,0.739,0.976,1704,96,-0.258676608,"Snap-118",2422,1363,962,1959572,928486,786247,3140207,1714,2802676,13197,21577901,4410,7209837,1,0,0,3.45,4,5,3,"Day3","test"
36,1914,121,43,15.4,10.1,0.658,0.817,0.753,0.958,658,308,1.521159204,"Snap-119",2098,1373,506,2374444,1161359,498382,4262426,841,1967796,10952,25617227,2570,6012031,11,11,1.855044,3.842,2,4,2,"Day3","test"
52,3443,58,30,9.8,7.7,0.788,0.825,0.616,0.946,880,517,-0.18662028,"Snap-119",3662,2868,890,1648040,1612000,617631,3699560,3424,3866017,11406,12876933,753,850037,6,6,1.185167,3.877,5,4,1,"Day3","test"
122,2059,106,41,15.4,8.8,0.574,0.81,0.819,0.974,367,1219,-0.222396479,"Snap-119",2368,1392,390,2178882,1112251,365283,4039439,1701,3505505,10961,22591434,1159,2388537,11,11,0.875993,3.769,4,4,1,"Day3","test"
40,2006,122,44,16.2,9.7,0.598,0.792,0.802,0.976,1703,315,-1.348993932,"Snap-120",2042,1652,1088,2335592,1402224,1072317,4504173,1074,2534718,9388,22145448,5697,13438725,14,15,0.927522,3.811,3,4,3,"Day3","test"
121,2451,87,35,11.4,9.7,0.856,0.904,0.516,0.976,1393,1022,-1.564677519,"Snap-120",3047,1524,429,2184386,1034854,350435,3926175,966,1626265,16351,27519322,5350,9004241,3,4,2.9113885,3.662,3,5,3,"Day3","test"
140,2072,106,39,14,9.6,0.687,0.872,0.727,0.978,1384,1192,0.499913652,"Snap-120",2374,1381,455,2205324,1089677,422607,4057001,1259,2590239,8465,17411953,1429,2939085,8,7,0.824464,3.666,3,4,1,"Day3","test"
160,1808,125,44,16.5,9.7,0.586,0.811,0.811,0.976,1045,1319,0.975754652,"Snap-120",1981,1309,428,2306245,1160135,434830,4185217,1487,3617005,9201,22377248,1987,4833195,12,12,1.0563445,3.786,3,4,2,"Day3","test"
161,1785,125,45,17.8,9,0.509,0.789,0.861,0.976,1765,1312,-1.529644043,"Snap-120",1987,1243,414,2408723,1059444,406916,4126694,1009,2449658,10064,24445112,1540,3739870,11,9,2.112689,3.804,3,4,1,"Day3","test"
13,1771,135,44,15.9,10.9,0.684,0.865,0.729,0.978,1473,103,-0.91595806,"Snap-121",2030,1180,386,2349227,1050306,394961,4410684,682,1782970,13968,36539810,9865,25806472,9,12,1.236696,3.773,2,4,4,"Day3","test"
92,2297,100,39,14.2,9,0.632,0.832,0.775,0.976,1652,1011,-0.457987415,"Snap-121",2817,1476,518,2369469,1131836,465789,4224796,1053,2035690,14404,27842660,1882,3637052,9,8,1.1594025,3.726,3,4,2,"Day3","test"
112,1942,123,42,14.4,10.9,0.758,0.882,0.653,0.979,1852,1225,0.947791009,"Snap-121",2187,1316,450,2580421,1106706,443050,4410296,1128,2691287,9956,23754301,2775,6620366,9,9,1.648928,3.749,3,4,2,"Day3","test"
123,1876,127,46,17.4,9.3,0.538,0.756,0.843,0.967,778,1304,-0.142723931,"Snap-121",2224,1231,690,2644349,1093510,712746,4388852,1211,2976308,8744,21492187,2109,5183045,5,4,4.0450265,3.66,3,4,2,"Day3","test"
74,4086,51,27,8.7,7.5,0.854,0.912,0.521,0.968,933,543,-0.560566562,"Snap-124",5301,2742,884,2104576,1357320,558554,3858150,1163,1153491,12918,12815016,381,378048,2,3,0.772935,3.671,3,4,1,"Day3","test"
118,2013,119,45,16.4,9.5,0.581,0.747,0.814,0.93,713,903,-0.875466538,"Snap-124",2161,1500,640,2223496,1336727,660087,4419313,1136,2619758,13926,32127682,3105,7162924,6,7,3.040211,3.778,3,4,2,"Day3","test"
123,3497,62,29,9.2,8.6,0.934,0.941,0.358,0.98,1265,927,-0.114468351,"Snap-124",4043,2598,556,2073976,1475451,387197,3986796,1914,2293131,16246,19462674,3597,4308844,5,5,0.721406,3.768,4,5,3,"Day3","test"
139,1915,124,46,18.2,8.8,0.484,0.738,0.875,0.957,1510,1043,1.183164442,"Snap-124",2210,1347,758,2411096,1234922,800277,4383235,746,1794164,14281,34346065,3551,8539514,9,7,1.442812,3.707,2,4,3,"Day3","test"
174,2003,116,41,14.9,10,0.67,0.862,0.742,0.977,1558,1305,-1.493501894,"Snap-124",2425,1242,414,2684358,1002487,390563,4306577,1113,2513561,16355,36946998,13423,30322426,5,5,0.772935,3.638,3,5,5,"Day3","test"
175,1807,132,44,15.6,10.9,0.697,0.866,0.717,0.978,1049,1317,0.363981153,"Snap-124",2083,1146,447,2430588,979832,446073,4420832,1084,2784844,8877,22814391,1765,4535294,10,9,2.06116,3.714,3,4,2,"Day3","test"
183,2092,107,42,16.2,8.5,0.522,0.761,0.853,0.973,808,1363,-0.249788546,"Snap-124",2393,1448,431,2129449,1202028,414233,4129573,1041,2159859,9643,19999106,2221,4605630,6,6,1.185167,3.682,3,4,2,"Day3","test"
188,3045,91,44,17.9,6.7,0.376,0.601,0.926,0.955,1775,1382,-0.660728826,"Snap-124",3433,2384,1410,2972622,2143049,1456096,5115671,3030,5347513,10704,18892394,1273,2246525,8,7,0.721406,3.74,5,4,1,"Day3","test"
190,1986,113,43,17.4,8.4,0.481,0.763,0.877,0.975,861,1392,-0.497989344,"Snap-124",2333,1373,404,2160396,1213337,410079,4145578,900,1975617,8562,18785934,2078,4559786,8,5,2.885624,3.707,2,4,2,"Day3","test"
191,5013,173,55,17.8,12.7,0.711,0.722,0.703,0.931,1812,1402,0.068111423,"Snap-124",5839,3332,1935,9569759,3521804,2335171,15991502,3012,10097111,10853,36378178,1951,6539012,6,1,0.257645,3.397,5,4,1,"Day3","test"
16,2511,88,36,11.9,9.5,0.794,0.879,0.607,0.976,456,94,-1.311064549,"Snap-125",2683,1851,427,2025530,1252877,345507,4091783,1301,2228082,16291,27889927,5362,9180362,8,7,1.236696,3.789,3,5,3,"Day3","test"
25,3186,69,32,11.5,7.7,0.672,0.869,0.74,0.976,613,158,-1.258497444,"Snap-125",3465,2540,542,2057990,1569426,407580,4069608,2832,3801015,14502,19461195,4128,5540168,9,8,0.618348,3.843,5,5,3,"Day3","test"
68,2827,77,33,11.1,8.9,0.8,0.877,0.6,0.968,1488,472,-1.467652322,"Snap-125",2462,2767,601,1829389,1735210,463720,4042093,1157,1737947,11884,17849844,1208,1815139,5,5,1.03058,3.706,3,4,1,"Day3","test"
115,2039,116,42,14.2,10.4,0.734,0.843,0.68,0.975,568,790,1.159363736,"Snap-125",2240,1412,626,2448546,1146266,588682,4362883,928,2085454,14102,31702108,6245,14039188,5,6,2.267276,3.721,3,4,3,"Day3","test"
122,2060,114,40,12.8,11.3,0.883,0.918,0.47,0.979,253,863,-1.374930664,"Snap-125",2317,1445,418,2562306,1123055,381330,4340570,1363,3017181,9485,20989251,1228,2718033,8,8,1.8292795,3.727,4,4,1,"Day3","test"
127,1885,129,42,14.2,11.6,0.816,0.916,0.579,0.983,1214,915,1.477693251,"Snap-125",2027,1391,399,2268192,1168713,385852,4478400,907,2265267,12188,30433963,8303,20732654,11,9,1.855044,3.804,2,4,4,"Day3","test"
173,2307,100,38,12.6,10.1,0.801,0.861,0.598,0.972,503,1258,0.969506692,"Snap-125",2772,1492,543,2458863,1101438,480673,4249831,1987,3845555,9697,18763205,2883,5578408,5,5,2.267276,3.685,4,4,2,"Day3","test"
191,1759,135,45,17.1,10.1,0.592,0.832,0.806,0.98,1106,1409,0.649772905,"Snap-125",2045,1159,389,2664158,1061347,408049,4397534,937,2460310,8556,22477510,992,2605402,7,6,1.1594025,3.623,2,4,1,"Day3","test"
197,2445,74,35,13.1,7.3,0.56,0.762,0.828,0.962,540,1443,-1.36727262,"Snap-125",2515,2109,959,1685007,1349521,754449,3362163,1420,2051741,10385,15005713,4390,6343992,8,6,1.54587,3.811,3,4,3,"Day3","test"
1,2142,99,38,12.3,10.4,0.844,0.876,0.537,0.979,941,21,1.023369507,"Snap-126",2378,1471,716,2161493,896028,486155,3912270,1318,2528756,9751,18711740,5685,10908782,8,5,2.782566,3.751,3,4,3,"Day3","test"
37,1976,116,40,13,11.3,0.873,0.926,0.488,0.984,632,497,-1.403618356,"Snap-126",2277,1336,430,2549802,1047719,391889,4224697,1045,2346588,16358,36740016,15069,33845977,9,9,1.339754,3.74,3,5,5,"Day3","test"
55,2355,97,36,11.4,10.9,0.957,0.928,0.29,0.981,998,693,-1.414168072,"Snap-126",2812,1546,452,2482990,1088271,376303,4228895,1385,2613593,11077,20902947,2220,4189309,7,7,1.597399,3.708,4,4,2,"Day3","test"
117,2039,240,62,24.1,12.8,0.531,0.776,0.847,0.972,1345,1390,0.776353948,"Snap-126",2247,1441,752,4910705,1886383,1083540,9028658,1580,7349759,16248,75586916,6933,32250635,21,18,1.391283,3.688,4,5,3,"Day3","test"
124,2881,149,48,18.5,10.4,0.559,0.821,0.829,0.986,1314,1436,1.514681237,"Snap-126",3318,2017,976,4559402,1851710,1022975,7929186,1333,3854874,15397,44527839,6767,19569545,7,6,1.7262215,3.589,3,5,3,"Day3","test"
29,2321,97,39,13.2,9.8,0.742,0.799,0.67,0.952,1303,278,-0.076902135,"Snap-127",2778,1570,425,2211165,1210618,382575,4156462,769,1446653,16383,30832806,4268,8032479,6,6,1.6231635,3.712,2,5,3,"Day3","test"
117,2127,130,47,18.8,9,0.478,0.748,0.878,0.973,1315,1306,0.631279028,"Snap-127",2456,1479,695,2779959,1420268,755642,5100912,1298,3270701,15477,39001079,3266,8230586,8,9,2.112689,3.749,3,5,2,"Day3","test"
10,2173,104,38,12.1,10.9,0.903,0.919,0.429,0.98,1108,54,0.343764008,"Snap-129",2618,1480,505,2481614,1111623,444728,4166287,1201,2419443,11145,22456253,2814,5671100,5,5,2.06116,3.68,3,4,2,"Day3","test"
52,2130,117,41,14.4,10.4,0.725,0.884,0.689,0.979,620,434,-0.546646955,"Snap-129",2152,1781,686,2423483,1437144,642366,4619419,1357,3093056,7440,16955367,521,1186805,11,10,1.3655185,3.78,3,4,1,"Day3","test"
54,2245,95,37,13.1,9.3,0.714,0.855,0.701,0.978,669,432,1.207645996,"Snap-129",2440,1790,898,2032520,1261770,754353,3921633,1222,2243243,14195,26047601,2415,4432136,7,8,1.288225,3.722,3,5,2,"Day3","test"
85,2311,100,38,13,9.8,0.753,0.867,0.657,0.978,971,687,-0.33182196,"Snap-129",2610,1690,646,2328471,1253904,564929,4285206,1114,2170109,14374,28001205,3649,7108410,13,12,1.03058,3.784,3,4,3,"Day3","test"
12,1954,123,45,17.6,8.9,0.506,0.76,0.863,0.973,707,190,-0.40067688,"Snap-130",2198,1407,405,2396123,1273458,424875,4440722,1283,3063538,14580,34816380,7942,18965948,9,10,1.2109315,3.788,3,5,4,"Day3","test"
15,2601,81,35,12.7,8.3,0.654,0.828,0.757,0.971,326,183,-0.697363294,"Snap-130",2752,2160,549,2022648,1495016,457149,3901453,1900,2995089,13131,20694054,3255,5129857,9,10,0.9532865,3.857,4,4,2,"Day3","test"
26,2675,81,36,14.1,7.4,0.524,0.792,0.852,0.966,393,282,-0.84116167,"Snap-130",2960,2088,476,2004258,1532413,410895,3999595,1486,2334680,12045,18922790,4452,6994780,8,9,1.391283,3.816,4,4,3,"Day3","test"
49,1650,152,47,17,11.4,0.67,0.85,0.742,0.977,1764,583,0.412591113,"Snap-130",1713,1279,403,2394458,1206445,435777,4637081,1006,2969502,10341,30536952,5064,14952724,16,14,1.03058,3.839,3,4,3,"Day3","test"
64,1975,116,43,16.3,9.2,0.562,0.806,0.827,0.977,165,726,-0.772945158,"Snap-130",2242,1425,389,2244302,1244320,389317,4236734,1348,3039267,10464,23586813,3360,7572876,12,8,2.164218,3.762,3,4,3,"Day3","test"
85,3415,61,30,10.2,7.6,0.746,0.877,0.666,0.97,937,852,-1.473577334,"Snap-130",3876,2658,660,1945523,1501535,464662,3845036,1617,1913093,14788,17494326,2920,3454111,3,4,1.0048155,3.719,4,5,3,"Day3","test"
104,2204,99,41,15.4,8.3,0.541,0.751,0.841,0.959,356,1019,1.459078128,"Snap-130",2272,1803,421,1833637,1411705,384719,4023946,1770,3395340,9946,19076438,3009,5770862,13,15,0.772935,3.821,4,4,2,"Day3","test"
5,1914,123,45,17.3,9.2,0.529,0.757,0.849,0.963,342,69,-0.152887161,"Snap-131",2188,1325,397,2435758,1172356,409223,4337562,854,2032830,10539,25094170,625,1488584,10,8,2.318805,3.709,2,4,1,"Day3","test"
17,2226,105,41,15.9,8.4,0.529,0.783,0.848,0.969,442,172,-0.53674835,"Snap-131",2576,1634,464,2207438,1352718,445495,4323434,1375,2804893,15303,31217148,2299,4690002,9,8,1.9323375,3.769,3,5,2,"Day3","test"
59,1860,131,43,15.3,11,0.717,0.881,0.697,0.982,1217,596,1.540607664,"Snap-131",2043,1356,422,2393924,1142998,409384,4510479,916,2333913,12868,32787763,11428,29119048,10,10,1.391283,3.789,3,4,4,"Day3","test"
75,2279,101,40,15.2,8.5,0.556,0.8,0.831,0.976,382,725,0.978542768,"Snap-131",2716,1473,523,2650403,1181454,489490,4242776,1299,2541182,10504,20545717,1960,3834469,7,6,1.597399,3.664,3,4,2,"Day3","test"
118,3850,52,27,8.4,8,0.945,0.924,0.328,0.974,1050,1060,-0.827154669,"Snap-131",4369,2991,729,2171152,1558344,478002,3729496,1433,1458442,16324,16617365,8465,8617544,4,4,1.082109,3.76,4,5,4,"Day3","test"
142,1704,148,47,17.6,10.7,0.607,0.848,0.795,0.984,1031,1250,0.741798007,"Snap-131",1925,1216,388,2448571,1174842,425088,4646073,1239,3548240,11086,31749374,5588,16004862,10,10,1.700457,3.772,3,4,3,"Day3","test"
73,1995,124,44,16.9,9.4,0.557,0.794,0.831,0.974,980,653,-0.894039733,"Snap-132",2249,1408,429,2500670,1271666,446899,4565928,1232,2963592,15977,38424558,10717,25774821,9,10,1.0563445,3.763,3,5,4,"Day3","test"
97,2057,114,42,16.1,9,0.558,0.822,0.83,0.981,722,813,-0.722449286,"Snap-132",2394,1382,390,2367921,1174951,384173,4328514,1226,2711677,9884,21854424,3151,6967636,8,9,1.442812,3.718,3,4,2,"Day3","test"
140,5700,30,21,7,5.5,0.787,0.881,0.617,0.945,1892,1118,0.500303499,"Snap-132",6690,4586,1043,1913371,1747119,550731,3184709,1076,631789,12484,7328095,273,160514,2,0,0,3.774,3,4,1,"Day3","test"
153,2164,105,38,13.6,9.9,0.725,0.897,0.689,0.983,201,1124,0.507661259,"Snap-133",2510,1451,389,2402392,1101494,345089,4210377,1355,2770108,16383,33486852,8708,17799267,5,4,3.761617,3.716,3,5,4,"Day3","test"
194,2277,95,37,12.6,9.6,0.765,0.885,0.644,0.979,125,1361,0.839039356,"Snap-133",2516,1686,385,2053106,1223939,329476,3993488,1598,2944698,15098,27825248,5623,10362555,9,9,1.597399,3.782,4,5,3,"Day3","test"
63,2306,103,38,12.2,10.7,0.882,0.906,0.472,0.978,755,386,-0.773245102,"Snap-134",2676,1527,576,2507194,1129695,506774,4371013,1239,2466302,16363,32578110,12984,25850692,7,7,1.597399,3.749,3,5,5,"Day3","test"
81,1727,146,46,16.1,11.6,0.718,0.872,0.696,0.98,1278,543,0.813115657,"Snap-134",1896,1214,369,2449191,1133630,395344,4642876,1193,3370284,16366,46216863,6623,18703060,9,9,2.112689,3.782,3,5,3,"Day3","test"
96,2215,212,56,20.4,13.3,0.655,0.848,0.756,0.979,1245,620,-1.536915441,"Snap-134",2402,1460,526,4469476,1607520,649010,8692840,1207,4976805,7224,29784676,318,1309113,12,10,2.988682,3.745,3,4,1,"Day3","test"
30,2162,106,40,14.6,9.3,0.636,0.851,0.771,0.977,613,205,-0.650780526,"Snap-135",2673,1370,461,2427450,1109559,439107,4249955,1057,2182402,9195,18988259,2456,5071961,9,9,1.339754,3.697,3,4,2,"Day3","test"
