"cellID","avg_intensity_dapi","nuclear_area","nuclear_perimeter","major_axis","minor_axis","axes_ratio","circularity","eccentricity","solidity","x_pos","y_pos","angle","imageID","avg_intensity_core_dapi","avg_intensity_internal_ring_dapi","avg_intensity_external_ring_dapi","total_intensity_core_dapi","total_intensity_internal_ring_dapi","total_intensity_external_ring_dapi","total_intensity_dapi","avg_intensity_beta3","total_intensity_beta3","avg_intensity_rfp","total_intensity_rfp","avg_intensity_ngn2","total_intensity_ngn2","dna_peaks","dna_dots","dna_dots_size_median","spatial_entropy","beta3_group","rfp_group","ngn2_group","experiment","path2ong"
110,1327,34,22,7.8,5.7,0.733,0.903,0.681,0.974,1121,1325,0.075218142,"Snap-500",1769,1308,326,470611,525969,174623,996580,1331,889064,16074,10737252,201,134431,5,5,0.772935,3.896,3,5,1,"Day5","test"
17,2102,87,36,12.8,8.9,0.695,0.843,0.719,0.969,1130,513,0.167999724,"Snap-501",2889,1782,523,2403552,1263261,439591,4005388,1968,3336248,12921,21900265,2134,3617209,6,5,3.194798,3.668,3,4,2,"Day5","test"
24,1682,116,42,15.3,9.7,0.636,0.845,0.772,0.98,850,838,-1.321200287,"Snap-501",2404,1300,391,2582188,1074107,372639,4263079,1248,2813569,11902,26839647,2496,5627819,6,7,3.09174,3.704,2,4,3,"Day5","test"
48,1524,127,43,14.9,10.8,0.728,0.877,0.686,0.978,565,1286,-0.436204225,"Snap-501",1979,1339,470,2428349,1145952,465989,4206512,1326,3255440,15672,38474973,2135,5241171,9,12,1.7777505,3.805,2,5,2,"Day5","test"
8,1376,127,47,18.2,9.1,0.501,0.74,0.865,0.969,1707,178,1.50384747,"Snap-502",1731,1311,454,2052958,1177274,471871,3822011,1958,4837626,8821,21797305,1116,2758143,17,18,0.875993,3.725,3,4,2,"Day5","test"
43,1268,43,25,9.3,6,0.643,0.825,0.766,0.952,1238,659,-1.51499125,"Snap-502",1532,1343,1068,548463,631096,657829,1179559,1460,1208762,14092,11668433,4380,3626403,4,5,1.339754,3.88,3,4,3,"Day5","test"
33,2443,82,33,10.6,9.9,0.94,0.929,0.342,0.979,1111,335,1.15093629,"Snap-503",3422,1939,527,2713965,1279550,417548,4385444,2116,3379810,13952,22280590,2097,3348689,5,4,1.1078735,3.673,3,5,2,"Day5","test"
43,2779,73,32,11,8.5,0.777,0.91,0.629,0.978,905,515,1.334649073,"Snap-503",3858,2306,599,2615941,1420693,445314,4449281,2047,2915118,14535,20698386,303,431762,6,6,0.875993,3.702,3,5,1,"Day5","test"
83,2425,80,33,11.2,9.2,0.817,0.903,0.577,0.977,1600,1183,0.431701535,"Snap-503",3213,2103,534,2451377,1375226,418935,4250184,2643,4121003,15008,23397041,2829,4410746,7,8,0.6441125,3.766,3,5,3,"Day5","test"
1,2098,100,40,15.7,8.2,0.523,0.79,0.852,0.976,1222,57,-0.246392062,"Snap-504",2848,1754,368,2432034,1340296,329591,4585571,1640,3190123,9489,18456434,854,1660694,11,11,1.03058,3.786,3,4,1,"Day5","test"
3,1981,109,41,15.4,9,0.588,0.807,0.809,0.972,1207,145,-0.628706059,"Snap-504",2610,1684,353,2453341,1375430,335850,4692379,1638,3450833,10277,21653398,1127,2373969,14,12,1.03058,3.798,3,4,2,"Day5","test"
9,2558,79,35,12.1,8.4,0.693,0.831,0.721,0.962,1510,302,0.439299495,"Snap-504",3357,2278,779,2410395,1526363,636656,4396546,1192,1822424,15676,23969365,1415,2163430,6,5,2.164218,3.747,2,5,2,"Day5","test"
10,2192,95,38,14.2,8.6,0.601,0.832,0.799,0.972,1223,318,0.520113018,"Snap-504",3108,1742,641,2427055,1308475,563768,4558000,1432,2648699,11722,21686161,796,1472755,11,9,1.03058,3.735,2,4,1,"Day5","test"
16,2401,87,35,12,9.3,0.769,0.874,0.639,0.973,1127,381,0.639000795,"Snap-504",3284,1970,399,2764925,1371276,331720,4556136,1702,2873050,14012,23651452,1106,1866146,11,7,0.824464,3.777,3,5,1,"Day5","test"
58,1517,143,46,16,11.5,0.719,0.869,0.695,0.98,944,1096,0.935783944,"Snap-504",1960,1256,310,2489200,1156345,327713,4744862,982,2732059,12345,34355151,832,2315043,11,12,1.339754,3.765,2,4,1,"Day5","test"
62,2248,93,37,13.5,8.9,0.658,0.835,0.753,0.967,1217,1189,-1.340579775,"Snap-504",3292,1636,339,2587452,1181293,290621,4568341,1534,2773249,10796,19519163,824,1489291,7,7,0.979051,3.705,3,4,1,"Day5","test"
21,2442,86,34,11.1,9.9,0.895,0.913,0.445,0.978,830,232,-0.216527522,"Snap-505",3551,1841,457,2556781,1246107,369429,4594576,1225,2051084,15076,25237543,345,577919,5,6,0.7471705,3.673,2,5,1,"Day5","test"
53,2635,78,33,11.4,8.8,0.771,0.879,0.637,0.972,1448,618,0.595012573,"Snap-505",3690,2114,498,2649448,1380466,394296,4475531,1502,2269593,15949,24099122,3627,5480155,4,3,0.979051,3.673,2,5,3,"Day5","test"
78,2444,88,35,12.3,9.1,0.741,0.909,0.672,0.98,985,787,0.033060983,"Snap-505",3661,1756,487,2705142,1186855,393793,4670021,2336,3971730,16120,27404844,1914,3252968,6,6,1.03058,3.638,3,5,2,"Day5","test"
102,2631,79,33,10.6,9.5,0.89,0.912,0.455,0.979,745,1012,-0.588658988,"Snap-505",3633,2157,496,2743256,1382901,381456,4530786,1828,2799934,16230,24864604,957,1466312,5,5,0.772935,3.709,3,5,1,"Day5","test"
76,3285,130,43,14,11.9,0.854,0.89,0.521,0.978,1545,732,0.237143148,"Snap-506",4882,2245,448,5390169,1958018,451523,9313453,1795,4526820,15558,39238245,3398,8569284,10,7,1.236696,3.626,3,5,3,"Day5","test"
83,2011,112,41,15.5,9.2,0.59,0.848,0.807,0.983,865,804,-0.817396387,"Snap-506",2617,1725,795,2515064,1449167,769954,4901409,1151,2495296,9802,21251800,1454,3151745,8,9,1.03058,3.731,2,4,2,"Day5","test"
100,2518,94,37,12.5,9.7,0.776,0.841,0.631,0.962,1066,908,-0.097847923,"Snap-506",3546,2166,1090,2723079,1617869,967959,5162397,1347,2457618,9088,16575657,1552,2831453,8,9,0.927522,3.736,3,4,2,"Day5","test"
105,2539,83,34,12.2,8.7,0.717,0.881,0.697,0.975,407,930,-1.295177909,"Snap-506",3631,1911,343,2890262,1280135,277169,4594920,2308,3716371,12632,20336945,1983,3192461,9,7,0.875993,3.721,4,4,2,"Day5","test"
4,1850,121,44,16.5,9.5,0.577,0.781,0.816,0.962,967,43,1.023919936,"Snap-507",2513,1555,971,2736283,1376513,1001944,4900461,729,1717029,8366,19710205,1308,3082801,7,7,2.524921,3.67,1,4,2,"Day5","test"
16,2816,76,33,11.8,8.2,0.691,0.875,0.722,0.972,1226,119,-1.47265472,"Snap-507",4056,2160,479,2827336,1375917,371763,4653009,1962,2884556,8510,12509173,886,1302378,6,5,0.721406,3.725,3,4,1,"Day5","test"
56,2357,91,36,11.7,10.1,0.863,0.879,0.504,0.97,951,471,-0.766288946,"Snap-507",3315,1842,371,2562153,1300636,314950,4696597,1062,1882903,12346,21888837,1639,2906809,7,4,2.627979,3.717,2,4,2,"Day5","test"
106,2215,108,42,15.6,8.9,0.568,0.764,0.823,0.974,671,918,-0.595889478,"Snap-507",2922,1929,735,2629390,1635739,725865,5228376,1459,3064654,11269,23665663,754,1584156,10,9,0.669877,3.717,2,4,1,"Day5","test"
35,1911,116,45,17.3,8.8,0.508,0.713,0.861,0.935,980,258,-0.083593945,"Snap-508",2477,1609,416,2504575,1401089,418968,4831951,956,2150454,16342,36769394,5290,11902618,11,7,1.855044,3.82,2,5,4,"Day5","test"
42,3483,62,32,11.6,7.1,0.609,0.781,0.793,0.954,515,275,0.476272032,"Snap-508",5186,2669,957,3106595,1631041,727405,4737636,1623,1964279,8911,10782779,1829,2212505,5,4,1.1594025,3.72,3,4,2,"Day5","test"
45,2996,92,37,13.3,8.9,0.669,0.82,0.743,0.954,1081,281,-0.786976461,"Snap-508",4156,2401,938,3657512,1766906,803616,5982304,1857,3298472,11156,19812453,1402,2490361,9,6,0.566819,3.71,3,4,2,"Day5","test"
71,2446,90,37,13.4,8.6,0.639,0.824,0.769,0.965,525,449,1.551598524,"Snap-508",3791,1712,716,2771448,1224249,607597,4789216,1294,2254710,10345,18021712,1713,2983970,8,8,0.669877,3.67,2,4,2,"Day5","test"
94,2834,84,35,11.1,9.8,0.878,0.855,0.479,0.971,451,662,-0.066928122,"Snap-508",3711,2546,1216,2531127,1682676,972632,5164196,2526,4094512,10487,16998642,1889,3062770,10,8,0.566819,3.668,4,4,2,"Day5","test"
178,2338,88,36,12.3,9.3,0.755,0.877,0.656,0.971,514,1365,0.833931782,"Snap-508",3319,1786,358,2817770,1274930,303303,4512542,1228,2109269,12523,21501251,632,1085412,8,8,0.669877,3.695,2,4,1,"Day5","test"
13,2531,86,35,10.9,10.1,0.931,0.894,0.366,0.975,344,67,0.200329447,"Snap-512",3583,2004,807,2529863,1358701,658426,4734585,2150,3577002,10443,17377759,1629,2710384,5,4,1.03058,3.655,3,4,2,"Day5","test"
27,2082,103,39,13.3,9.9,0.744,0.859,0.669,0.975,1634,164,-1.466703959,"Snap-512",3020,1462,461,2817249,1087518,407893,4656541,2014,4007818,9688,19278170,1395,2775075,4,4,1.1594025,3.567,3,4,2,"Day5","test"
37,2878,77,34,10.4,9.6,0.926,0.835,0.378,0.963,1373,241,-1.39402663,"Snap-512",3761,2677,1533,2553980,1801798,1262849,4830395,2401,3584108,10398,15523879,250,372674,4,4,1.1078735,3.631,4,4,1,"Day5","test"
57,2855,75,32,10,9.5,0.943,0.938,0.333,0.98,646,355,1.042691299,"Snap-512",3824,2443,518,2665133,1507139,389663,4647234,1916,2774908,15726,22771848,3415,4944383,5,4,1.0563445,3.678,3,5,3,"Day5","test"
65,2576,83,35,12.1,8.8,0.73,0.866,0.684,0.972,459,421,-1.507977826,"Snap-512",3682,1958,419,2912442,1325711,342248,4667789,1486,2395429,9106,14679278,2032,3275731,6,6,0.669877,3.712,3,4,2,"Day5","test"
67,2737,78,33,11.2,8.9,0.798,0.895,0.603,0.976,263,427,-0.755611141,"Snap-512",3758,2247,516,2765624,1456099,400652,4677083,1764,2681816,9220,14014312,1560,2370672,7,7,1.339754,3.755,3,4,2,"Day5","test"
74,3654,60,30,9.4,8.2,0.871,0.859,0.491,0.966,313,469,-0.316563924,"Snap-512",4778,3444,1297,2279223,1976999,925054,4797158,1874,2188941,8717,10181328,2529,2953717,6,4,0.7986995,3.753,3,4,3,"Day5","test"
77,2996,88,37,12.7,9,0.713,0.821,0.701,0.963,362,473,-0.985448305,"Snap-512",4117,2443,1005,3487294,1736727,860275,5762500,1466,2508784,9830,16818967,2080,3558930,8,5,0.566819,3.644,3,4,2,"Day5","test"
89,2538,85,36,13.3,8.2,0.613,0.821,0.79,0.97,1685,560,0.4300367,"Snap-512",3551,2036,809,2826867,1441136,685708,4725118,2215,3667811,9622,15933774,1197,1982097,5,5,0.566819,3.667,3,4,2,"Day5","test"
98,2381,91,37,13.1,9,0.688,0.85,0.726,0.962,165,623,-0.572033407,"Snap-512",3357,1841,401,2917061,1351419,346368,4717882,876,1544084,9834,17336657,742,1308783,7,7,0.824464,3.72,2,4,1,"Day5","test"
99,2435,87,35,11.2,10,0.891,0.875,0.453,0.974,491,620,-0.179597682,"Snap-512",3470,1966,848,2543553,1334712,692183,4628951,1320,2231870,8111,13715344,806,1362448,6,7,0.875993,3.737,2,4,1,"Day5","test"
105,2645,81,34,12.4,8.4,0.678,0.859,0.735,0.975,273,654,-1.389963677,"Snap-512",3684,2181,486,2767001,1487349,396189,4682521,1534,2416833,8643,13613026,1695,2669402,7,6,0.6956415,3.761,3,4,2,"Day5","test"
106,2465,87,36,12.8,8.7,0.679,0.856,0.734,0.975,1665,660,1.547424926,"Snap-512",3570,1838,455,2616592,1251362,372058,4704557,1346,2285889,9387,15939002,933,1584357,7,7,0.618348,3.709,2,4,1,"Day5","test"
117,2141,106,39,13.2,10.3,0.784,0.882,0.621,0.973,950,746,-0.056244009,"Snap-512",3236,1449,631,3129653,1112939,570414,4963056,1330,2742685,8638,17811887,1031,2125705,7,6,1.1594025,3.603,2,4,1,"Day5","test"
138,2696,86,36,12.5,8.9,0.711,0.833,0.703,0.971,1687,872,-1.427788541,"Snap-512",3634,2290,1048,3016368,1575773,863436,5046959,1615,2688818,8043,13391454,1675,2789659,6,3,1.185167,3.618,3,4,2,"Day5","test"
147,2728,81,35,13.3,7.9,0.594,0.816,0.805,0.967,1222,952,-0.318920541,"Snap-512",3875,2194,1052,2859909,1511900,874970,4829341,1642,2586451,10178,16030687,1367,2153597,6,6,0.669877,3.673,3,4,2,"Day5","test"
191,2534,84,34,11.6,9.2,0.797,0.894,0.604,0.976,858,1256,-0.189128657,"Snap-512",3541,1982,417,2868194,1324308,333651,4616065,1596,2586705,11744,19036779,1239,2008620,10,7,0.669877,3.727,3,4,2,"Day5","test"
19,2514,85,34,11.3,9.7,0.856,0.915,0.517,0.978,1828,191,0.736566265,"Snap-513",3815,1829,484,2674579,1236113,391265,4687597,1834,3042107,11400,18912886,1518,2518520,7,4,1.185167,3.611,3,4,2,"Day5","test"
24,2559,83,34,11.5,9.2,0.797,0.901,0.604,0.975,1759,227,0.571819861,"Snap-513",3523,2070,466,2804419,1389060,376847,4627607,2079,3345610,11430,18391534,1657,2665379,8,4,0.6441125,3.746,3,4,2,"Day5","test"
39,2438,88,35,12.6,8.9,0.707,0.876,0.707,0.977,62,410,0.64049112,"Snap-513",3457,1866,372,2900686,1324901,315109,4664933,2138,3638666,10609,18055678,1648,2804865,8,8,0.979051,3.763,3,4,2,"Day5","test"
44,2992,72,33,11.9,7.7,0.647,0.853,0.762,0.976,1686,432,-0.928073524,"Snap-513",4411,2287,499,2765594,1457133,383488,4704236,1937,2709447,10225,14304653,1982,2772804,3,3,0.824464,3.651,3,4,2,"Day5","test"
53,3043,69,31,10.6,8.3,0.785,0.883,0.62,0.973,1754,503,0.844727846,"Snap-513",4287,2514,537,2572237,1553481,404099,4603847,1915,2577906,9962,13408432,1316,1771279,5,5,0.772935,3.679,3,4,2,"Day5","test"
63,3358,64,31,9.5,8.7,0.915,0.854,0.404,0.967,1287,561,1.362537719,"Snap-513",4778,2768,508,2656816,1597033,362911,4721949,2025,2533477,9171,11473437,1246,1559210,6,5,0.721406,3.703,3,4,2,"Day5","test"
67,3006,75,34,11.6,8.3,0.718,0.812,0.696,0.964,1002,608,1.060907924,"Snap-513",3939,2708,710,2650746,1757215,562873,4919673,2274,3310611,12735,18541810,1063,1547100,8,5,0.875993,3.77,3,4,1,"Day5","test"
75,3113,67,33,11.8,7.4,0.63,0.776,0.776,0.963,1355,679,1.175575551,"Snap-513",3906,3036,1343,2183357,1879409,1011006,4565725,1737,2266213,13879,18111996,1273,1661084,7,4,1.1078735,3.694,3,4,2,"Day5","test"
120,2617,87,35,10.7,10.5,0.978,0.875,0.207,0.975,1043,953,1.540934182,"Snap-513",3586,2228,878,2556894,1532896,723380,4957218,1761,2967410,8994,15155004,1933,3257751,7,10,0.669877,3.725,3,4,2,"Day5","test"
128,2872,77,34,13.1,7.5,0.573,0.818,0.82,0.975,1352,998,1.043261316,"Snap-513",4083,2340,473,2686939,1619601,390604,4832940,1250,1871624,10828,16209227,897,1342775,5,6,0.8502285,3.682,2,4,1,"Day5","test"
138,3948,53,27,8.5,7.9,0.926,0.918,0.377,0.975,1501,1056,1.504046062,"Snap-513",5398,3495,700,2731205,1800009,454119,4531214,2201,2246928,11990,12242231,2261,2308421,5,3,0.360703,3.759,3,5,3,"Day5","test"
149,2911,79,33,11.8,8.6,0.729,0.884,0.684,0.975,880,1187,-0.152225004,"Snap-513",4077,2315,749,3005089,1511795,593446,5009320,2004,3068605,12023,18406554,917,1403773,4,3,0.927522,3.626,3,5,1,"Day5","test"
156,3161,68,31,10.5,8.2,0.78,0.91,0.626,0.976,972,1249,1.072281979,"Snap-513",4014,3024,544,2347902,1838824,404919,4686505,1520,2005272,8710,11488005,1775,2340746,8,7,0.927522,3.833,3,4,2,"Day5","test"
20,2732,81,34,11.3,9.2,0.818,0.887,0.576,0.975,691,124,-0.523254166,"Snap-514",3854,2116,896,3013599,1383574,703335,4833900,2428,3822166,12767,20094613,1874,2948908,5,3,0.772935,3.614,4,4,2,"Day5","test"
32,2273,100,37,12.2,10.5,0.858,0.912,0.513,0.98,701,181,-0.656337551,"Snap-514",3503,1493,446,3078993,1107901,388657,4950795,1622,3142678,9686,18771307,1491,2889111,5,4,0.927522,3.554,3,4,2,"Day5","test"
77,2402,90,36,12.5,9.2,0.73,0.885,0.683,0.978,1729,556,0.676328921,"Snap-514",3544,1764,487,2608509,1257789,413104,4711514,2307,4026052,10666,18612735,1386,2417821,7,6,0.7471705,3.677,3,4,2,"Day5","test"
84,2874,155,48,15.5,13,0.843,0.853,0.538,0.974,565,600,0.371820131,"Snap-514",4203,1808,454,6031417,1739142,494721,9731069,1904,5736030,8900,26806795,1668,5024017,13,10,0.979051,3.589,3,4,1,"Day5","test"
109,2519,87,35,11.5,9.8,0.85,0.875,0.526,0.974,1429,812,-0.074371606,"Snap-514",3412,2130,1009,2859532,1484762,844117,4763435,1586,2667799,8961,15072147,1775,2986264,9,6,1.133638,3.704,3,4,2,"Day5","test"
153,1552,149,47,17.2,11.1,0.647,0.834,0.762,0.974,1203,1186,0.987664991,"Snap-514",2189,1224,360,2821082,1189483,397740,5040483,961,2774680,8294,23953846,1026,2964412,11,12,1.288225,3.699,2,4,1,"Day5","test"
160,2282,97,37,13.7,9,0.658,0.865,0.753,0.979,1039,1253,-0.92008299,"Snap-514",3268,1711,416,2624172,1289756,369785,4812159,2088,3916768,9485,17794697,894,1677398,6,5,1.803515,3.672,3,4,1,"Day5","test"
168,1696,133,43,14.1,12,0.851,0.922,0.525,0.986,1264,1315,0.4357638,"Snap-514",2244,1387,352,2677053,1176271,343080,4926751,828,2141453,12879,33291083,2524,6524464,14,13,1.185167,3.772,2,4,3,"Day5","test"
18,2649,81,33,11.1,9.3,0.842,0.915,0.54,0.976,716,243,0.505716781,"Snap-515",3657,2168,451,2431989,1398483,353308,4702227,2053,3241724,10677,16859256,1406,2220705,8,8,0.618348,3.762,3,4,2,"Day5","test"
27,3013,70,31,10.3,8.7,0.852,0.915,0.524,0.976,1180,397,0.58553073,"Snap-515",4083,2593,531,2588883,1568489,390675,4630081,1721,2351971,12014,16423485,1509,2063102,7,5,1.133638,3.789,3,4,2,"Day5","test"
64,2533,88,37,13.7,8.3,0.609,0.788,0.793,0.957,365,846,0.53377209,"Snap-515",3565,2097,640,2784138,1589480,579851,4843469,1369,2328798,9519,16192235,564,958971,8,9,0.669877,3.713,2,4,1,"Day5","test"
80,2637,82,35,12.7,8.2,0.646,0.844,0.764,0.974,677,984,0.613358405,"Snap-515",3657,2159,421,2765050,1479245,346667,4707304,1643,2608738,8503,13502819,965,1532730,5,7,1.082109,3.66,3,4,1,"Day5","test"
81,2881,74,32,10.5,9,0.856,0.928,0.517,0.98,557,983,0.457865824,"Snap-515",3887,2421,467,2685670,1501211,350813,4680332,1979,2859532,12363,17863835,2020,2918782,6,5,0.721406,3.733,3,4,2,"Day5","test"
111,3295,67,31,11.2,7.7,0.684,0.857,0.729,0.974,783,1170,0.663067751,"Snap-515",4680,2793,972,2606904,1731399,738507,4837717,1546,2019065,9968,13018086,1247,1628380,6,5,0.51529,3.751,3,4,2,"Day5","test"
126,2805,75,32,11.1,8.7,0.783,0.918,0.622,0.981,561,1233,-1.081120416,"Snap-515",4011,2151,413,2835996,1342438,310681,4619257,1784,2613066,10588,15511742,1587,2324430,5,3,0.979051,3.688,3,4,2,"Day5","test"
129,2266,103,39,13.4,10,0.749,0.846,0.662,0.972,992,1258,0.410973046,"Snap-515",3086,1940,1240,2740770,1520862,1140637,5103618,1057,2118279,8831,17698030,1775,3557429,12,11,1.185167,3.76,2,4,2,"Day5","test"
97,2159,105,39,14.3,9.4,0.657,0.85,0.754,0.977,1137,649,-0.970667867,"Snap-516",3216,1498,428,2971248,1175787,397121,4962312,1558,3185797,16344,33423370,2925,5982100,6,6,1.751986,3.629,3,5,3,"Day5","test"
104,2137,103,39,14.3,9.2,0.645,0.846,0.765,0.975,515,686,-1.286170558,"Snap-516",3000,1640,414,2769169,1246199,367703,4820698,1473,2956441,7985,16025396,1733,3478928,8,9,1.339754,3.71,3,4,2,"Day5","test"
150,2347,94,37,12.3,9.8,0.797,0.871,0.603,0.97,783,1029,-1.192311197,"Snap-516",3317,1893,430,2614159,1380012,371145,4801031,1650,3002489,7662,13945227,991,1803152,10,8,1.082109,3.738,3,4,1,"Day5","test"
39,1639,145,47,17.7,10.5,0.596,0.816,0.803,0.98,777,742,0.573078358,"Snap-06",1894,1179,408,2333646,1137888,447588,4556420,629,1771314,7913,22291093,2034,5730523,13,13,1.339754,3.754,2,4,2,"Day6","test"
12,1846,111,41,15.4,9.2,0.597,0.831,0.802,0.977,805,99,-1.312978137,"Snap-09",2106,1419,382,2137753,1134904,357092,3927464,763,1645174,9098,19624103,7430,16025904,9,10,1.339754,3.806,2,4,4,"Day6","test"
173,3299,67,30,9.7,8.8,0.908,0.937,0.419,0.981,1478,1419,-0.843426066,"Snap-09",3923,2484,628,2369512,1425562,442388,4228397,1410,1831114,10177,13220008,624,811142,4,6,0.824464,3.768,3,4,1,"Day6","test"
12,3178,68,30,9.8,8.8,0.906,0.934,0.423,0.979,1142,102,-0.866034898,"Snap-10",3844,2331,738,2352597,1345060,525133,4111189,1301,1705034,9974,13075471,629,824489,4,6,0.7471705,3.724,3,4,1,"Day6","test"
29,3295,66,31,9.8,8.7,0.885,0.888,0.465,0.971,968,304,-0.175068431,"Snap-10",4144,2426,1193,2332955,1455577,887933,4183637,1321,1700290,10316,13276460,1014,1305419,4,3,0.824464,3.567,3,4,1,"Day6","test"
52,2801,65,30,9.2,9,0.979,0.936,0.205,0.978,609,511,-1.381862671,"Snap-10",3276,2211,603,1863944,1275865,429440,3505363,1729,2192966,13612,17259528,3169,4018119,5,5,0.721406,3.777,3,4,3,"Day6","test"
92,2979,72,32,10.8,8.5,0.78,0.896,0.626,0.977,1000,965,-0.653195365,"Snap-10",3531,2273,558,2288060,1397722,419633,4099282,1169,1631293,13818,19276156,1609,2245235,7,6,0.9532865,3.756,2,4,2,"Day6","test"
39,1657,127,42,13.6,12,0.883,0.901,0.469,0.981,1327,1287,-0.470462417,"Snap-11",1932,1248,445,2149952,1043634,427242,4043206,946,2339782,7837,19380102,1654,4091207,8,7,2.937153,3.709,2,4,2,"Day6","test"
11,2904,72,31,9.9,9.2,0.924,0.91,0.383,0.969,1375,263,-0.575465911,"Snap-12",3524,2156,662,2283654,1319721,492439,3976950,3066,4255081,13000,18043851,2595,3602459,6,6,0.927522,3.718,3,4,2,"Day6","test"
13,3101,60,30,11.4,6.7,0.592,0.832,0.806,0.963,740,228,0.129241093,"Snap-14",3341,2775,893,1647196,1531858,621763,3546527,1991,2307144,16319,18913305,2432,2818432,7,6,1.5201055,3.75,3,5,2,"Day6","test"
34,1686,72,32,10.6,8.7,0.821,0.912,0.571,0.974,1843,703,-0.190854546,"Snap-14",1832,1445,578,1219881,872903,425426,2325998,1901,2658012,8374,11706467,1565,2188327,7,7,1.236696,3.814,3,4,2,"Day6","test"
62,3021,67,32,11.4,7.5,0.659,0.844,0.752,0.968,978,1419,-1.443770091,"Snap-14",3265,2650,1155,1922982,1544861,824850,3863928,1248,1617471,16382,21230730,1738,2252707,7,8,0.6956415,3.739,3,5,2,"Day6","test"
15,2516,81,35,13.4,7.7,0.569,0.81,0.822,0.97,890,609,1.236788764,"Snap-15",3096,1808,534,2231912,1254509,444586,3883975,1583,2477539,14832,23212225,3545,5548428,7,6,2.0869245,3.714,3,5,3,"Day6","test"
8,2820,73,33,11.5,8.1,0.708,0.864,0.707,0.972,509,115,0.786644755,"Snap-16",3105,2406,952,2052657,1515664,731373,3961488,4339,6178520,14314,20383554,4479,6378145,10,8,0.6441125,3.768,4,5,3,"Day6","test"
49,2411,88,36,12.7,8.9,0.7,0.88,0.714,0.978,1078,1237,-1.520109899,"Snap-16",2964,1711,396,2213995,1165517,323241,4079190,3086,5291801,16114,27634689,2437,4178688,8,8,0.979051,3.752,3,5,2,"Day6","test"
51,3066,64,29,9.9,8.3,0.832,0.928,0.554,0.979,111,1362,-1.380462384,"Snap-16",3626,2388,510,2052469,1334705,351018,3759712,2194,2727233,11964,14871180,3047,3787325,6,4,0.7986995,3.717,3,4,3,"Day6","test"
43,2655,75,33,11.7,8.3,0.704,0.846,0.71,0.972,490,1107,0.728623019,"Snap-18",2929,2293,876,1985600,1492857,687711,3838946,1915,2805794,16383,24000687,12528,18353103,8,5,1.54587,3.793,3,5,5,"Day6","test"
1,1711,119,42,15.5,9.8,0.631,0.853,0.776,0.981,1675,79,-1.551209984,"Snap-19",2079,1237,390,2066829,990992,362727,3885708,772,1777734,16383,37713666,12923,29748631,9,7,0.772935,3.677,2,5,5,"Day6","test"
45,3168,199,52,17.2,14.7,0.86,0.91,0.511,0.984,1659,1092,0.002083714,"Snap-19",3444,2433,976,6529636,2549493,1147190,12044256,2131,8209010,9430,36332078,1021,3933690,13,6,0.51529,3.373,3,5,1,"Day6","test"
62,3159,58,28,9,8.3,0.925,0.937,0.381,0.979,1416,1304,1.564096776,"Snap-19",3591,2644,964,1741760,1417318,639797,3525423,2445,2765069,16106,18216154,3897,4407349,4,6,0.5925835,3.746,3,5,3,"Day6","test"
10,2303,85,35,12.1,9,0.746,0.896,0.666,0.977,1823,115,0.49124037,"Snap-20",2973,1449,509,2452363,988362,415239,3760861,2384,3944779,15563,25757210,2459,4068825,4,4,0.7471705,3.568,3,5,2,"Day6","test"
21,1570,144,45,15.6,11.9,0.763,0.892,0.646,0.983,1235,237,-0.424716984,"Snap-20",1736,1212,329,2237839,1115214,344357,4338553,914,2559818,9435,26426835,2230,6246615,13,14,1.0048155,3.815,2,4,2,"Day6","test"
44,2476,85,36,13.7,7.9,0.577,0.816,0.817,0.971,953,500,0.352096756,"Snap-20",3094,1705,516,2471904,1198780,433311,4036513,2362,3902480,15894,26256679,2381,3933640,2,0,0,3.552,3,5,2,"Day6","test"
59,1580,144,47,18,10.2,0.562,0.813,0.827,0.98,1378,630,-1.330544436,"Snap-20",1844,1165,322,2349339,1075579,339954,4348687,852,2375505,9880,27556385,1591,4436667,14,14,1.03058,3.76,2,4,2,"Day6","test"
27,2368,84,36,13.5,8,0.589,0.823,0.808,0.972,130,238,0.058999386,"Snap-21",2760,1809,431,2144409,1270196,361886,3810036,1134,1849962,11984,19546712,2306,3760771,7,8,0.875993,3.749,2,4,2,"Day6","test"
109,3303,59,29,8.9,8.4,0.942,0.912,0.336,0.971,1086,1120,-0.023437555,"Snap-21",3898,2646,730,1917868,1439625,490423,3737871,1657,1900672,10225,11728442,1947,2233587,7,3,0.669877,3.766,3,4,2,"Day6","test"
152,2220,94,36,12.3,9.7,0.789,0.887,0.614,0.973,793,1414,-0.771222787,"Snap-21",2698,1544,472,2174927,1096440,400229,3975398,3285,5961905,15765,28613241,3251,5901010,11,8,0.927522,3.757,4,5,3,"Day6","test"
37,2314,87,36,13.6,8.2,0.599,0.827,0.801,0.975,1655,240,0.040066659,"Snap-22",2763,1661,455,2301674,1166204,382124,3851354,1148,1936410,11402,19234928,1973,3328916,6,7,0.875993,3.721,2,4,2,"Day6","test"
49,2943,67,31,10.3,8.3,0.803,0.908,0.596,0.975,859,366,0.374961177,"Snap-23",3531,2243,867,2054778,1343514,631140,3795817,2572,3361780,13064,17074184,2785,3639747,6,4,0.463761,3.693,3,4,2,"Day6","test"
